"decision","primary_history","background_selected","p_annual","p_period","p_fallback_line","p_clears_line","converged","patterns_annual","patterns_collapsed","mb_chat_collapsed","gof_state","verdict"
"22","mammal_precise","3A_mammal (target-group-correct; 3B vertebrate bird-deflated)",0.295,0.461,0.1,TRUE,TRUE,590,44,8.855,"non_evaluable_or_suspect","OCCUPANCY CONFIRMED — proceed with unmarked occupancy track (proposal Q2)"
