"unit_id","psi_pred","psi_se","psi_src","hotspot","q5_flag","bobc_detected","kde_mean","kde_max","psi_q5"
18950,0.49659642814376,0.125485437909721,"modavg[m_full+m_fullgrad]","ns",NA,1,0.00000000534581090505526,0.0000000157362034514108,3
20680,0.996831925661828,0.00524025752973314,"modavg[m_full+m_fullgrad]","ns",NA,1,NA,NA,5
20707,0.89886797723874,0.0536988683936416,"modavg[m_full+m_fullgrad]","ns",NA,0,0.0000000928379293441139,0.000000184088250421155,4
21477,0.99668405812808,0.00496492797997739,"modavg[m_full+m_fullgrad]","ns",NA,0,0.000000152304323819408,0.00000119986543722916,5
21506,0.985799191752544,0.0124064972059068,"modavg[m_full+m_fullgrad]","ns",NA,0,NA,NA,5
21755,0.715543804056524,0.0950668275690661,"modavg[m_full+m_fullgrad]","cold",NA,1,0.000000000650326015261271,0.0000000121826770893563,3
21914,0.206085185709071,0.056839212416443,"modavg[m_full+m_fullgrad]","cold",NA,0,NA,NA,1
21918,0.912161615393072,0.0501838463637537,"modavg[m_full+m_fullgrad]","ns",NA,1,0.000000000000000000000192740087809694,0.000000000000000000000347270934057652,4
21942,0.802484630964019,0.0622579977383526,"modavg[m_full+m_fullgrad]","ns",NA,1,0.00000000348781026282552,0.0000000294474258311084,4
21946,0.995974725082797,0.00528118616474344,"modavg[m_full+m_fullgrad]","ns",NA,1,0.0000000976445448941377,0.00000074017270890181,5
21948,0.993048384149362,0.00897093989361429,"modavg[m_full+m_fullgrad]","ns",NA,0,0.0000000251264538064788,0.0000000721412973803126,5
21952,0.893245584238266,0.0455730037654031,"modavg[m_full+m_fullgrad]","ns",NA,1,NA,NA,4
21956,0.859843443762832,0.0872854009449854,"modavg[m_full+m_fullgrad]","ns",NA,0,0.000000744610758829367,0.000000808089907877729,4
21965,0.650914719823114,0.0964344282525722,"modavg[m_full+m_fullgrad]","ns",NA,0,0.000000643602845684654,0.000000828582130907307,3
21997,0.109623987877578,0.0320267438861173,"modavg[m_full+m_fullgrad]","ns",NA,0,NA,NA,1
21998,0.87423144644553,0.0667233456828862,"modavg[m_full+m_fullgrad]","cold",NA,1,NA,NA,4
22030,0.880392037475969,0.0515257296325011,"modavg[m_full+m_fullgrad]","ns",NA,1,0.000000000597378757571931,0.0000000559565052071775,4
22039,0.0772262085359881,0.0313048350803135,"modavg[m_full+m_fullgrad]","ns",NA,0,0.00000000208949524349578,0.00000000510983211299276,1
22045,0.309930880247426,0.107531661042936,"modavg[m_full+m_fullgrad]","ns",NA,0,0.000000000000000000142373499852015,0.000000000000000000232730496516062,2
22049,0.151225900382384,0.0475417262659902,"modavg[m_full+m_fullgrad]","cold",NA,0,NA,NA,1
22072,0.413650386385814,0.1260256616607,"modavg[m_full+m_fullgrad]","cold",NA,0,NA,NA,2
22080,0.892564367958312,0.0587933053273559,"modavg[m_full+m_fullgrad]","ns",NA,0,0.000000355866120571591,0.00000063740475297891,4
22084,0.354888042260835,0.0803238342292187,"modavg[m_full+m_fullgrad]","ns",NA,0,NA,NA,2
22253,0.983216461193464,0.0139410701654927,"modavg[m_full+m_fullgrad]","ns",NA,1,0.0000000730134033233298,0.000000548044567949546,5
22284,0.760892155517219,0.0673165765816294,"modavg[m_full+m_fullgrad]","cold",NA,1,0.000000138209813371759,0.000000249384839889899,3
22289,0.910497478924895,0.066240090430709,"modavg[m_full+m_fullgrad]","ns",NA,0,NA,NA,4
22292,0.983373581719399,0.017909357178178,"modavg[m_full+m_fullgrad]","ns",NA,1,0.000000386707057487001,0.000000620498724401841,5
23002,0.89648487081217,0.0457353385783439,"modavg[m_full+m_fullgrad]","ns",NA,1,0.00000166618656294304,0.00000856192400533473,4
23004,0.0907714790677626,0.0514156325620534,"modavg[m_full+m_fullgrad]","cold",NA,0,0.000000020809942213873,0.000000202233877644176,1
23005,0.158317888816819,0.0723840949480316,"modavg[m_full+m_fullgrad]","ns",NA,0,0.0000000000489169503514741,0.0000000116209744049911,1
23019,0.988580419356655,0.0147203964255205,"modavg[m_full+m_fullgrad]","ns",NA,0,0.000000229905964488353,0.000000290864903718102,5
23048,0.939285849080808,0.04721146246752,"modavg[m_full+m_fullgrad]","ns",NA,0,NA,NA,5
23060,0.602192000970065,0.075790165660724,"modavg[m_full+m_fullgrad]","ns",NA,0,0.000000524219444741902,0.00000320738581649493,3
23074,0.152290365252685,0.0828328472928765,"modavg[m_full+m_fullgrad]","cold",NA,0,0.000000561672095500398,0.00000194966628441762,1
23459,0.122176701664945,0.0622900745299524,"modavg[m_full+m_fullgrad]","ns",NA,0,0.0000000113981775129446,0.0000000625256362241089,1
23598,0.391697628637205,0.137154386405767,"modavg[m_full+m_fullgrad]","cold",NA,0,NA,NA,2
24228,0.953730928173393,0.0338661856549709,"modavg[m_full+m_fullgrad]","ns",NA,1,0.0000000214158220046556,0.000000103286105002098,5
24425,0.101855697993718,0.0558106140014024,"modavg[m_full+m_fullgrad]","cold",NA,0,NA,NA,1
24434,0.939939250340021,0.0355713193510006,"modavg[m_full+m_fullgrad]","ns",NA,0,0.0000000000886623552354138,0.000000000915223508091145,5
24438,0.844576191723517,0.0639727106211253,"modavg[m_full+m_fullgrad]","ns",NA,1,0.0000000110203117742458,0.0000000273319376020709,4
24771,0.199041692863395,0.0592900079265261,"modavg[m_full+m_fullgrad]","cold",NA,0,0.000000398505875409683,0.000000759985368858906,1
24947,0.952363545591277,0.0251587729009239,"modavg[m_full+m_fullgrad]","ns",NA,0,0.00000142926410262589,0.00000250902644438611,5
25116,0.940071026275602,0.0393972780541048,"modavg[m_full+m_fullgrad]","ns",NA,1,0.000000818646753941721,0.00000166669826739962,5
25173,0.147499763710235,0.0885448597385869,"modavg[m_full+m_fullgrad]","ns",NA,0,0.0000000246939677595037,0.0000000953500247646843,1
25196,0.98207419442485,0.0176314437609798,"modavg[m_full+m_fullgrad]","ns",NA,1,0.000000000779376396753406,0.0000000118820091543625,5
25203,0.880557795854193,0.040535377474726,"modavg[m_full+m_fullgrad]","ns",NA,1,0.000000112391703055437,0.000000727048700355226,4
25279,0.919452193841475,0.0570815496111079,"modavg[m_full+m_fullgrad]","ns",NA,1,0.000000811097265795979,0.00000227818281928194,4
25289,0.134321492090806,0.0448658110319569,"modavg[m_full+m_fullgrad]","ns",NA,0,0.00000000287165047296867,0.000000109927235314444,1
25311,0.970060767511575,0.0247941107496612,"modavg[m_full+m_fullgrad]","ns",NA,1,0.000000649846526812325,0.00000102860803963267,5
25329,0.222744531378416,0.0757318971530571,"modavg[m_full+m_fullgrad]","ns",NA,0,NA,NA,2
25346,0.137941415994251,0.0596291225912843,"modavg[m_full+m_fullgrad]","ns",NA,0,0.0000000329495897233301,0.000000146662642919182,1
25347,0.797902212185036,0.0841901308300567,"modavg[m_full+m_fullgrad]","cold",NA,0,0.00000065091461465272,0.00000126492079743912,4
25801,0.964979982114966,0.0356841034402695,"modavg[m_full+m_fullgrad]","cold",NA,0,NA,NA,5
25815,0.462567792171264,0.155366732226056,"modavg[m_full+m_fullgrad]","ns",NA,0,NA,NA,2
25864,0.469480062617978,0.166360000531645,"modavg[m_full+m_fullgrad]","ns",NA,0,0.000000103128726891555,0.00000013355301575757,2
25900,0.0512836941934756,0.0317255238492929,"modavg[m_full+m_fullgrad]","ns",NA,0,0.0000000000121612043352259,0.0000000000261949142932316,1
26044,0.781939660966414,0.0690413223872526,"modavg[m_full+m_fullgrad]","ns",NA,0,0.000000104629563679737,0.000000153767516053449,3
26059,0.856006533542768,0.0473914069618055,"modavg[m_full+m_fullgrad]","ns",NA,1,0.0000000000402556217526939,0.00000000223038276736531,4
26061,0.189682211238315,0.0591866895557727,"modavg[m_full+m_fullgrad]","ns",NA,0,0.0000000695068820277811,0.000000193467656117718,1
26069,0.904091295116298,0.0553668432733336,"modavg[m_full+m_fullgrad]","hot","occ_hot_effort_not_TRUSTED",1,0.0000000797085277781662,0.000000117920023967599,4
26070,0.27094206485063,0.0925842733990253,"modavg[m_full+m_fullgrad]","ns",NA,0,0.000000105389212023965,0.000000146662642919182,2
28108,0.948075856025869,0.0276619926839844,"modavg[m_full+m_fullgrad]","ns",NA,1,0.000000596875509017991,0.000000960555212259351,5
28112,0.969344317117447,0.0194387103974211,"modavg[m_full+m_fullgrad]","ns",NA,1,0.00000131559136207215,0.00000658876342640724,5
28207,0.127118088485759,0.0555231215724612,"modavg[m_full+m_fullgrad]","ns",NA,0,0.0000000000845739103749743,0.000000000433581781589254,1
28256,0.760805093062387,0.0663118712340026,"modavg[m_full+m_fullgrad]","ns",NA,1,0.000000000346920214777668,0.00000000672403865920046,3
28258,0.975401196915863,0.0179667808390756,"modavg[m_full+m_fullgrad]","ns",NA,1,0.000000013227690054407,0.000000283417449509216,5
28268,0.919840687061991,0.0465036569374522,"modavg[m_full+m_fullgrad]","ns",NA,0,0.0000000530963077949309,0.000000327289001234021,4
28279,0.607444155693478,0.172980798448879,"modavg[m_full+m_fullgrad]","ns",NA,1,0.00000000011570455704657,0.000000000666101007684716,3
29079,0.997125329959285,0.00496300380829457,"modavg[m_full+m_fullgrad]","ns",NA,0,0.0000004155895680924,0.000000417816949038752,5
29105,0.213091996545421,0.0594460210860379,"modavg[m_full+m_fullgrad]","cold",NA,0,0.000000000465784077974263,0.00000000688816159666317,1
29118,0.971982475762421,0.028281456566059,"modavg[m_full+m_fullgrad]","ns",NA,1,0.00000012135423332893,0.000000420027305381154,5
29127,0.580214761396046,0.0980111455962541,"modavg[m_full+m_fullgrad]","ns",NA,1,0.00000132868274249631,0.00000230700652537053,3
29128,0.944430431469071,0.0392785445878044,"modavg[m_full+m_fullgrad]","ns",NA,1,0.00000299616067422903,0.00000933944102143869,5
29145,0.221513405431303,0.0756960521117444,"modavg[m_full+m_fullgrad]","ns",NA,0,0.000000427238092015614,0.000000781557844220515,1
29159,0.41859163480329,0.122681254762849,"modavg[m_full+m_fullgrad]","ns",NA,0,NA,NA,2
29388,0.958715962022698,0.0328863920270742,"modavg[m_full+m_fullgrad]","ns",NA,1,0.000000149762740875303,0.0000014652782738267,5
29389,0.648290990461493,0.08309048170306,"modavg[m_full+m_fullgrad]","ns",NA,0,0.00000000539118749642853,0.00000000845470626842371,3
29412,0.708287775090197,0.0968033598685126,"modavg[m_full+m_fullgrad]","ns",NA,0,NA,NA,3
29415,0.60774596823255,0.113122000695,"modavg[m_full+m_fullgrad]","ns",NA,1,NA,NA,3
29420,0.93662619747697,0.0497765692876122,"modavg[m_full+m_fullgrad]","ns",NA,1,0.0000000624792590997458,0.000000189640843473171,5
29544,0.999259447623113,0.00154126966170422,"modavg[m_full+m_fullgrad]","ns",NA,1,0.000000760124464704859,0.00000189321872312576,5
29545,0.963462847926328,0.0243101299492393,"modavg[m_full+m_fullgrad]","ns",NA,1,0.000000181361968998317,0.00000180825588813605,5
29584,0.989852095307061,0.0121407484905456,"modavg[m_full+m_fullgrad]","ns",NA,0,0.00000027183591555513,0.000000608641357757733,5
29585,0.973340483911411,0.0261215953071542,"modavg[m_full+m_fullgrad]","ns",NA,0,0.0000000947428659969773,0.000000373635685946283,5
29590,0.887059737247278,0.0489861716471559,"modavg[m_full+m_fullgrad]","ns",NA,1,0.0000000723984143746748,0.000000878446201113547,4
29615,0.461512252848497,0.11285528449765,"modavg[m_full+m_fullgrad]","cold",NA,0,0.0000000166357807529494,0.0000000908666493160126,2
29617,0.968600814104705,0.0210768492949312,"modavg[m_full+m_fullgrad]","ns",NA,1,0.000000332697425164952,0.00000624172525931499,5
29664,0.451667221574309,0.114659689835863,"modavg[m_full+m_fullgrad]","ns",NA,0,NA,NA,2
29687,0.944181440878376,0.0317032508626979,"modavg[m_full+m_fullgrad]","cold",NA,0,NA,NA,5
29694,0.185540891625972,0.0494736695590933,"modavg[m_full+m_fullgrad]","ns",NA,0,NA,NA,1
29756,0.966587860344196,0.0282028485943467,"modavg[m_full+m_fullgrad]","ns",NA,1,0.000000000000137101769282118,0.000000000000714744615489676,5
29761,0.170166447038071,0.0854265596571818,"modavg[m_full+m_fullgrad]","ns",NA,0,0.000000366573715382401,0.000000683258178924007,1
29771,0.52630831533764,0.1596165481801,"modavg[m_full+m_fullgrad]","ns",NA,0,0.00000110440942080459,0.00000172424574884644,3
29773,0.759856054783786,0.152176597050709,"modavg[m_full+m_fullgrad]","ns",NA,0,0.00000000173257497237955,0.00000000422595691773608,3
29779,0.996329385365455,0.00531111038400815,"modavg[m_full+m_fullgrad]","ns",NA,1,0.00000297196766041452,0.0000136756680149119,5
29780,0.820692270399765,0.0669457239055399,"modavg[m_full+m_fullgrad]","cold",NA,0,NA,NA,4
29782,0.257017454373078,0.0762934943186739,"modavg[m_full+m_fullgrad]","ns",NA,0,NA,NA,2
29800,0.861958139273733,0.0890833602792512,"modavg[m_full+m_fullgrad]","ns",NA,0,0.00000000842422753777328,0.0000000119323599889753,4
31207,0.563545323880899,0.129196229702027,"modavg[m_full+m_fullgrad]","ns",NA,0,0.000000000278865208702683,0.00000000123507537530543,3
34926,0.983614332384779,0.017899916186683,"modavg[m_full+m_fullgrad]","ns",NA,1,0.000000128731670656634,0.000000423378253344708,5
34960,0.883119913445637,0.0797666800768103,"modavg[m_full+m_fullgrad]","ns",NA,1,0.00000000684934864381148,0.0000000176412928709624,4
34961,0.84017235409348,0.104509218189102,"modavg[m_full+m_fullgrad]","ns",NA,1,0.00000000197481164754265,0.00000000512070430502831,4
34999,0.794470891427073,0.0738225414326277,"modavg[m_full+m_fullgrad]","ns",NA,0,0.000000500808198466984,0.000000766014181863284,4
35010,0.877552657698496,0.0680454575991435,"modavg[m_full+m_fullgrad]","cold",NA,0,NA,NA,4
35030,0.840737083877746,0.0686672287445803,"modavg[m_full+m_fullgrad]","ns",NA,0,NA,NA,4
35054,0.377369219776183,0.170892856740921,"modavg[m_full+m_fullgrad]","ns",NA,0,0.000000118906370971672,0.000000336771137199321,2
35058,0.986268152537279,0.0152282759905766,"modavg[m_full+m_fullgrad]","ns",NA,0,0.0000000776968818172463,0.000000201281039835521,5
35074,0.747527881716639,0.0749167765963888,"modavg[m_full+m_fullgrad]","ns",NA,1,0.0000148454428199329,0.0000148454419104382,3
35076,0.717045532644218,0.141646982740116,"modavg[m_full+m_fullgrad]","cold",NA,1,NA,NA,3
35092,0.155437497867785,0.0492717144050498,"modavg[m_full+m_fullgrad]","cold",NA,0,0.00000160584022523835,0.00000197771987586748,1
35095,0.183751394137702,0.114902351861665,"modavg[m_full+m_fullgrad]","cold",NA,0,0.00000102981300642568,0.00000181612108463014,1
35097,0.094553877516716,0.0377974416692133,"modavg[m_full+m_fullgrad]","cold",NA,0,0.00000425178768637124,0.00000506956712342799,1
35102,0.13194509622688,0.0900611578439168,"modavg[m_full+m_fullgrad]","ns",NA,0,NA,NA,1
35104,0.166254839201249,0.0844048643062634,"modavg[m_full+m_fullgrad]","cold",NA,0,NA,NA,1
35110,0.150874682178109,0.0430942223350323,"modavg[m_full+m_fullgrad]","cold",NA,0,NA,NA,1
35111,0.957079907391695,0.0293180943733252,"modavg[m_full+m_fullgrad]","ns",NA,0,NA,NA,5
35113,0.67339308617857,0.177865382697074,"modavg[m_full+m_fullgrad]","ns",NA,0,NA,NA,3
35116,0.766098842371183,0.0776580507011259,"modavg[m_full+m_fullgrad]","ns",NA,0,NA,NA,3
35121,0.194645864452958,0.0531014612050147,"modavg[m_full+m_fullgrad]","ns",NA,0,0.0000000507504083202548,0.0000000865799805183087,1
35146,0.857764425322931,0.0626850724466605,"modavg[m_full+m_fullgrad]","ns",NA,0,0.00000036671048064818,0.00000102605758911523,4
35157,0.1375083671005,0.0521455845703291,"modavg[m_full+m_fullgrad]","cold",NA,0,0.00000000000893325691198044,0.0000000000260723751616121,1
35364,0.85150013514504,0.0650808636052302,"modavg[m_full+m_fullgrad]","ns",NA,0,0.0000000000026192943213682,0.0000000000188715570947906,4
35999,0.996848813765054,0.00557156233048473,"modavg[m_full+m_fullgrad]","ns",NA,1,0.0000000311253849361037,0.000000092487468350555,5
36504,0.983605406620754,0.0188269942451617,"modavg[m_full+m_fullgrad]","ns",NA,0,0.000000000000000000271720042429661,0.00000000000000000166887741767575,5
36505,0.948436707206896,0.0360741039213975,"modavg[m_full+m_fullgrad]","ns",NA,0,0.0000000227887522186165,0.000000193498294720484,5
36536,0.765711174142592,0.0883154648335147,"modavg[m_full+m_fullgrad]","ns",NA,0,0.0000000000137297308938633,0.000000000433367230989745,3
36638,0.146199387419667,0.0606539073830081,"modavg[m_full+m_fullgrad]","ns",NA,0,0.0000000000000000000000540705269951038,0.0000000000000000000000649710890249819,1
36695,0.502642386363875,0.0952811281240351,"modavg[m_full+m_fullgrad]","ns",NA,1,0.000000313868241619275,0.00000065642336721794,3
36697,0.206117983191774,0.0653396944034418,"modavg[m_full+m_fullgrad]","ns",NA,1,0.00000000192357796358067,0.00000000305446890003225,1
36698,0.165804427333318,0.051695039364053,"modavg[m_full+m_fullgrad]","ns",NA,0,0.0000000763572316486716,0.000000102552185410332,1
36699,0.275186978860023,0.0804273756893739,"modavg[m_full+m_fullgrad]","cold",NA,0,0.000000120258249580729,0.000000243596730342688,2
37026,0.956192091217177,0.0254062573843695,"modavg[m_full+m_fullgrad]","ns",NA,1,0.0000000520085485788968,0.000000121668733754632,5
38000,0.0565382001141673,0.0286856045174413,"modavg[m_full+m_fullgrad]","cold",NA,0,0.0000000360620333594852,0.000000121145276921197,1
38013,0.313704960769058,0.181061734496267,"modavg[m_full+m_fullgrad]","ns",NA,0,0.000000000770618346912499,0.00000000115430087710422,2
42002,0.986018412856839,0.0137824844762466,"modavg[m_full+m_fullgrad]","ns",NA,1,0.0000000000000215676645108891,0.00000000000487645427510452,5
43107,0.374413819260211,0.0919488948935967,"modavg[m_full+m_fullgrad]","ns",NA,1,0.000000631479565527115,0.00000085075316746952,2
44005,0.445003989962746,0.101283563138527,"modavg[m_full+m_fullgrad]","cold",NA,1,0.000000153298884697506,0.000000182312476226798,2
44308,0.907610650373126,0.0485943264497282,"modavg[m_full+m_fullgrad]","cold",NA,0,NA,NA,4
44410,0.943282349986015,0.0409579023827294,"modavg[m_full+m_fullgrad]","ns",NA,0,0.0000000211377102488086,0.0000000594155160626997,5
44457,0.267074891659096,0.125110706222854,"modavg[m_full+m_fullgrad]","ns",NA,1,0.000000000855477466643606,0.00000000622111873127551,2
44493,0.257777833442785,0.111311786179898,"modavg[m_full+m_fullgrad]","cold",NA,0,0.000000165721502298766,0.00000036864105368295,2
44529,0.243280883427708,0.0652450857023334,"modavg[m_full+m_fullgrad]","ns",NA,0,0.000000426490743166141,0.000000562298907880177,2
44706,0.981441715916171,0.0185908178017801,"modavg[m_full+m_fullgrad]","ns",NA,1,NA,NA,5
44716,0.840360426751603,0.101504928590652,"modavg[m_full+m_fullgrad]","ns",NA,0,NA,NA,4
44916,0.502504194842609,0.110721249232759,"modavg[m_full+m_fullgrad]","cold",NA,0,0.0000000947249603200362,0.000000130312130863786,3
44925,0.94345795018451,0.0380728296597319,"modavg[m_full+m_fullgrad]","ns",NA,1,0.0000000383318905505803,0.0000000782055664672043,5
44926,0.908141483001173,0.0481045391458959,"modavg[m_full+m_fullgrad]","cold",NA,0,NA,NA,4
44934,0.973908784989699,0.0244448873453436,"modavg[m_full+m_fullgrad]","ns",NA,1,0.00000000000000199166964997698,0.0000000000000348830292179903,5
44956,0.886843506677468,0.0937862329007838,"modavg[m_full+m_fullgrad]","ns",NA,0,0.00000578755907554296,0.00000726568532627425,4
44959,0.959330937490388,0.0228095267350679,"modavg[m_full+m_fullgrad]","cold",NA,0,0.0000000253297471886071,0.000000304299078379699,5
45113,0.175410510538645,0.0799498782124797,"modavg[m_full+m_fullgrad]","cold",NA,0,NA,NA,1
45281,0.856510070537065,0.0676693774599688,"modavg[m_full+m_fullgrad]","hot","occ_hot_effort_not_TRUSTED",1,0.00000000713595360579689,0.0000000452152839613973,4
45286,0.933445334265057,0.0402911479520054,"modavg[m_full+m_fullgrad]","ns",NA,0,0.000000000611650563531185,0.00000000354619911213661,5
45300,0.472007994631816,0.116334160710822,"modavg[m_full+m_fullgrad]","ns",NA,1,0.00000000000133527791688209,0.0000000000112081706762912,2
45369,0.482780005512339,0.186491108986431,"modavg[m_full+m_fullgrad]","ns",NA,0,0.000000000000000000000911853534240341,0.0000000000000000000111352275252018,2
45370,0.440400697327148,0.079837374014301,"modavg[m_full+m_fullgrad]","ns",NA,0,0.0000000000000000000000000060223028174132,0.00000000000000000000000133536697706389,2
45375,0.852486266002409,0.0604741134398361,"modavg[m_full+m_fullgrad]","ns",NA,1,NA,NA,4
45390,0.210612806566586,0.053916290904526,"modavg[m_full+m_fullgrad]","ns",NA,0,0.000000269923390305848,0.000000334985912786578,1
45401,0.947759870952964,0.0337360525488292,"modavg[m_full+m_fullgrad]","ns",NA,0,0.000000000377575887222648,0.00000000246994513730669,5
45467,0.882124375258287,0.0645131329479274,"modavg[m_full+m_fullgrad]","ns",NA,1,0.000000153247952994207,0.000000239676182900439,4
45655,0.463667785423984,0.159217473638518,"modavg[m_full+m_fullgrad]","ns",NA,0,0.000000000000000203893747656556,0.000000000000000312573739322117,2
45720,0.765443875254466,0.106733058045792,"modavg[m_full+m_fullgrad]","ns",NA,1,NA,NA,3
45940,0.955428471111298,0.0382469331573733,"modavg[m_full+m_fullgrad]","ns",NA,1,0.0000000768572263609713,0.000000124813269053448,5
46017,0.0510156350150148,0.0333155642474018,"modavg[m_full+m_fullgrad]","cold",NA,0,NA,NA,1
46803,0.976238783459736,0.0171142497825894,"modavg[m_full+m_fullgrad]","ns",NA,0,0.00000000021916642112263,0.00000000466846428182066,5
46842,0.824761671766235,0.059551145545025,"modavg[m_full+m_fullgrad]","ns",NA,0,NA,NA,4
46880,0.876219472591463,0.074238240221305,"modavg[m_full+m_fullgrad]","ns",NA,0,0.00000000000222017868499458,0.0000000000209470722017935,4
46890,0.47183907599619,0.259232924893399,"modavg[m_full+m_fullgrad]","ns",NA,0,0.000000000000363580530699653,0.00000000000383555166794114,2
46894,0.85099379939093,0.094258664607917,"modavg[m_full+m_fullgrad]","ns",NA,1,0.000000000000861782704659336,0.0000000000238402960567319,4
46919,0.271087016827173,0.113482528707088,"modavg[m_full+m_fullgrad]","cold",NA,0,0.000000000683147372004811,0.00000000114840970066865,2
46924,0.284730188022071,0.14421090359089,"modavg[m_full+m_fullgrad]","ns",NA,0,0.00000000179974291025786,0.00000000725740356699589,2
46925,0.2398028422001,0.0959737688481813,"modavg[m_full+m_fullgrad]","cold",NA,0,0.000000000166161973069734,0.000000000288894463906786,2
46947,0.614154947530636,0.142353564159486,"modavg[m_full+m_fullgrad]","ns",NA,0,NA,NA,3
46954,0.407988280066348,0.101780875298134,"modavg[m_full+m_fullgrad]","cold",NA,0,NA,NA,2
46955,0.873624536602978,0.0474360486731691,"modavg[m_full+m_fullgrad]","ns",NA,1,NA,NA,4
46957,0.955500300190107,0.0326270620251059,"modavg[m_full+m_fullgrad]","ns",NA,0,0.000000214348062854697,0.000000517390787990735,5
46962,0.936045048142468,0.0363162395920379,"modavg[m_full+m_fullgrad]","ns",NA,0,0.000000139247362085371,0.000000223175405267284,5
46968,0.0658625143269865,0.031731339294306,"modavg[m_full+m_fullgrad]","ns",NA,0,0.00000015466211777948,0.000000245177801616592,1
46973,0.998712755944025,0.00235711689176305,"modavg[m_full+m_fullgrad]","ns",NA,0,0.00000204712250706507,0.0000032171897146327,5
46977,0.10757489344481,0.0472892363699229,"modavg[m_full+m_fullgrad]","ns",NA,0,0.0000000516665608074618,0.0000000996377877982013,1
46978,0.124552579692654,0.0485845263602234,"modavg[m_full+m_fullgrad]","ns",NA,0,0.0000000739266141636108,0.000000131601481712096,1
46980,0.204482460830367,0.0821850896820035,"modavg[m_full+m_fullgrad]","ns",NA,0,0.0000000307937852994655,0.0000000467582879082329,1
46989,0.700022946169193,0.094669164030923,"modavg[m_full+m_fullgrad]","ns",NA,0,NA,NA,3
46990,0.226256466622501,0.0805483338437669,"modavg[m_full+m_fullgrad]","cold",NA,0,0.00000000357935769912388,0.00000000899323904235416,2
46992,0.880896341129884,0.0566012448457753,"modavg[m_full+m_fullgrad]","ns",NA,1,0.0000000209218420366142,0.0000000750723359033145,4
46993,0.631882947527934,0.116802484609383,"modavg[m_full+m_fullgrad]","ns",NA,0,NA,NA,3
47060,0.99683241086427,0.00514105262061322,"modavg[m_full+m_fullgrad]","ns",NA,0,0.000000315692233243681,0.000000485855366605392,5
47062,0.998375736599186,0.00273816303313344,"modavg[m_full+m_fullgrad]","ns",NA,0,0.00000203317404157133,0.0000117439121822827,5
47068,0.408833811848584,0.082757289193861,"modavg[m_full+m_fullgrad]","ns",NA,0,NA,NA,2
47072,0.617708894371643,0.150356872367517,"modavg[m_full+m_fullgrad]","ns",NA,1,0.00000000213228834589074,0.00000006922214623728,3
47085,0.113474334503574,0.0583233938158283,"modavg[m_full+m_fullgrad]","ns",NA,0,0.000000000000000748059317889563,0.00000000000000697959849570401,1
47114,0.82564282223807,0.0537174077970236,"modavg[m_full+m_fullgrad]","ns",NA,1,0.000000211953263828946,0.000000842950726109848,4
47140,0.0718084314251509,0.0356053061144996,"modavg[m_full+m_fullgrad]","ns",NA,0,0.000000000000080767539195354,0.000000000000515745974573323,1
47141,0.2701359992172,0.1752831840084,"modavg[m_full+m_fullgrad]","ns",NA,0,0.000000167227398151226,0.000000180753588097105,2
47147,0.521934958885302,0.200253435832563,"modavg[m_full+m_fullgrad]","ns",NA,1,0.0000000265423576450985,0.0000000885607747136419,3
47200,0.188602501288367,0.0934776909974052,"modavg[m_full+m_fullgrad]","ns",NA,0,NA,NA,1
47229,0.707574988814597,0.163175976512098,"modavg[m_full+m_fullgrad]","ns",NA,0,0.00000000000000276455185072098,0.000000000000073325711008685,3
47230,0.168396328857893,0.0484967553333101,"modavg[m_full+m_fullgrad]","ns",NA,0,0.0000000000101032715180138,0.0000000000365532361323861,1
47344,0.981094187890804,0.0216121892240224,"modavg[m_full+m_fullgrad]","ns",NA,0,0.000000710678875748272,0.00000121315304113523,5
47346,0.9958734809501,0.00832963074719572,"modavg[m_full+m_fullgrad]","ns",NA,0,0.000000535366211806831,0.000000913507960831339,5
47512,0.381862879962103,0.116284780713513,"modavg[m_full+m_fullgrad]","ns",NA,1,0.0000000000265266385246488,0.000000000579464809469243,2
47513,0.306512304454312,0.103126789985657,"modavg[m_full+m_fullgrad]","ns",NA,1,0.00000000151266466019706,0.00000000980710179732114,2
47514,0.103927115545392,0.0424350764725328,"modavg[m_full+m_fullgrad]","ns",NA,0,0.000000000214485332272751,0.00000000131786537238554,1
47527,0.863721547604871,0.056056981277541,"modavg[m_full+m_fullgrad]","ns",NA,1,0.000000161490163463895,0.000000607428773946594,4
47537,0.488393059524343,0.133719182435653,"modavg[m_full+m_fullgrad]","ns",NA,0,0.0000000000000000280296337874575,0.000000000000000518514765612187,2
47551,0.829675631119994,0.0683112240329605,"modavg[m_full+m_fullgrad]","ns",NA,1,0.000000154372358451837,0.0000006975193400649,4
47552,0.917540099590849,0.0349752299463803,"modavg[m_full+m_fullgrad]","ns",NA,1,0.0000000428468496238565,0.000000406249881734766,4
47580,0.913923503631164,0.0349842096576101,"modavg[m_full+m_fullgrad]","ns",NA,1,0.000000000549034651076141,0.000000022153427536864,4
47610,0.876551423708673,0.0621850030312404,"modavg[m_full+m_fullgrad]","ns",NA,0,0.00000000107098574453346,0.00000000245858067238203,4
47646,0.42263072031386,0.13417762245056,"modavg[m_full+m_fullgrad]","ns",NA,0,0.000000358807454858834,0.000000451224195785471,2
47650,0.269441557475783,0.0731430752880307,"modavg[m_full+m_fullgrad]","ns",NA,1,0.0000000612560953072716,0.000000132184666767898,2
