"unit_id","county","hab_area_km2","unit_name","n_occ","effort_years","gistar_z","hotspot","q5_flag","n_total","n_obscured","obscured_frac","kde_mean","kde_max","bobc_detected"
13051,"Solano",0.465569486252126,"Unnamed Site - Vacaville, City of",0,2,-0.436853261748263,"ns",NA,0,0,NA,NA,NA,0
13052,"Santa Cruz",0.386487206124007,"Anna Jean Cummings Park",2,9,-0.267556772111086,"ns",NA,2,0,0,0.00000000000110488831625566,0.0000000000102121549064305,1
13078,"Contra Costa",16.503252175151,"Clayton Ranch Regional Preserve",1,1,-0.286040232477184,"ns",NA,0,0,NA,NA,NA,1
13101,"Napa",1.64357777484344,"Cleary Reserve",0,2,-0.452893046213247,"cold",NA,0,0,NA,0.000000101320487999601,0.000000235916175483908,0
13181,"San Mateo",5.09649375399656,"Cloverdale Coastal Ranches",13,8,0.423398784066229,"ns",NA,12,0,0,0.00000000668617650134706,0.0000000957174108862091,1
13243,"Alameda",0.217012440028906,"North Oakland Sports Center",0,3,-0.0921726056036021,"ns",NA,0,0,NA,0.000000505763580349594,0.000000881699179444695,0
13259,"San Mateo",1.87996993214179,"Coal Creek Open Space Preserve",1,7,0.86403038426308,"ns",NA,1,0,0,0.000000859722945278918,0.00000343047918249795,1
13326,"Santa Clara",0.185076988412247,"Almaden Lake",5,11,0.125945032868039,"ns",NA,4,0,0,0.000000110100167205474,0.000000166299784609691,1
13404,"Alameda",0.21824608475418,"Dunsmuir Estate Park",0,0,-0.400812487140041,"ns",NA,0,0,NA,0.00000207348398362228,0.00000239056294049078,NA
13421,"Napa",0.160829119441171,"Kimberly Park",0,1,-0.44251545962214,"ns",NA,0,0,NA,0.000000333679452069191,0.000000456267372328512,0
13478,"Sonoma",0.389787175774543,"Montini",2,6,-0.178972726447328,"ns",NA,2,0,0,0.00000104424759683752,0.00000132103059513611,1
13530,"Contra Costa",0.105925034990286,"Hillcrest Community Park",0,2,-0.409291245173099,"cold",NA,0,0,NA,NA,NA,0
13532,"Contra Costa",0.163322328059683,"Willow Pass Community Park",0,1,-0.338424008642092,"ns",NA,0,0,NA,NA,NA,0
13550,"Contra Costa",0.122039060531135,"Concord Community Park",0,1,-0.381060271244823,"ns",NA,0,0,NA,NA,NA,0
13556,"Contra Costa",1.07009855753528,"Lime Ridge Open Space",1,5,-0.21332713383312,"ns",NA,0,0,NA,NA,NA,1
13559,"Contra Costa",0.472927026380899,"Newhall Community Park",0,6,-0.467459118554973,"ns",NA,0,0,NA,NA,NA,0
13762,"Alameda",0.329026556210764,"Cesar Chavez Park",0,15,0.600566875393746,"ns",NA,0,0,NA,NA,NA,0
13850,"Alameda",0.394919302461218,"Aquatic Park",2,9,0.139929837942202,"ns",NA,0,0,NA,NA,NA,1
13861,"Santa Clara",16.0684698518608,"Almaden Quicksilver Park",22,14,0.263947501871464,"ns",NA,22,1,0.0454545454545455,0.000000141995627700453,0.000000551158223061066,1
13862,"Santa Cruz",0.330543910272836,"Arana Gulch",1,9,-0.0737843293582399,"ns",NA,1,0,0,0.00000000000000000000467559883057121,0.0000000000000000000709665841737489,1
13945,"San Mateo",0.171475308722917,"Stulsaft Park",0,7,0.095217438679381,"ns",NA,0,0,NA,0.00000000824369017493609,0.0000000117303322610951,0
13977,"San Mateo",1.9099032850087,"Edgewood Park and Natural Preserve",12,15,-0.127223840386144,"ns",NA,13,1,0.0769230769230769,0.0000000173894445509859,0.0000000681494967125218,1
14017,"San Mateo",0.356278702607041,"Shoreline Bayfront Seal Point",0,10,-0.338424008642092,"ns",NA,0,0,NA,0.000000000000507338745667218,0.000000000000703678706016203,0
14062,"San Mateo",0.956653098981631,"Laurelwood Park and Sugarloaf Mountain",1,12,-0.381178137760069,"ns",NA,1,0,0,0.000000000187237891857706,0.00000000195631866262147,1
14075,"San Mateo",0.556399285226966,"Coyote Point Recreation Area",3,11,-0.338424008642092,"ns",NA,3,1,0.333333333333333,NA,NA,1
14122,"Marin",0.125275241371901,"Natalie Coffin Greene Park",0,5,0.0518032392082643,"ns",NA,0,0,NA,0.0000000842847924786838,0.000000109259104874582,0
14159,"Santa Clara",0.133418693898209,"Central Park",0,4,-0.285273581243837,"ns",NA,0,0,NA,0.00000000646241682389359,0.00000000664340271683272,0
14204,"Contra Costa",2.75635665232847,"Contra Loma Regional Park",0,9,-0.356654339423344,"ns",NA,0,0,NA,NA,NA,0
14331,"San Mateo",0.223285014083391,"Big Canyon Park",0,5,-0.169934430869628,"ns",NA,0,0,NA,0.00000000229754126834791,0.00000000496391816540154,0
14337,"San Mateo",0.264169917265675,"Eaton Park",1,3,-0.169934430869628,"ns",NA,2,1,0.5,0.00000000143589273804423,0.00000000496391816540154,1
14487,"Santa Clara",1.0678930508326,"Stewart Ridge",0,0,-0.0123291409809232,"ns",NA,0,0,NA,0.000000309367749196099,0.00000042993428905902,NA
14504,"Santa Clara",4.41573956000401,"Mount Madonna County Park",0,14,-0.397993287118531,"ns",NA,0,0,NA,0.0000000487299196549884,0.000000112540469388023,0
14545,"Santa Clara",0.124790192563739,"Las Animas Park",0,1,-0.214406344712831,"ns",NA,0,0,NA,0.0000000000000000000000000922850162567965,0.0000000000000000000000138331966212479,0
14563,"Marin",0.160122342747141,"Alta Bowl Open Space Preserve",0,3,-0.474875683062648,"ns",NA,0,0,NA,0.0000000344515029837567,0.0000000540050137942671,0
14639,"Santa Clara",0.269978383223867,"Quarry Park",2,7,0.275131253426243,"ns",NA,1,0,0,0.000000507697109242145,0.000000609808751050878,1
14690,"Santa Clara",0.867918358004269,"Coyote Creek Parkchain I",2,9,-0.34061455495836,"ns",NA,0,0,NA,0.000000346558806540997,0.00000120381741908204,1
14720,"Santa Clara",6.98697622476484,"Coyote Creek Parkway",20,10,-0.291863716708654,"ns",NA,17,0,0,0.0000000168028400082676,0.000000241157920299884,1
14758,"Alameda",0.195315622600408,"Emerald Glen Park",0,2,-0.404773692818296,"ns",NA,0,0,NA,NA,NA,0
14914,"Sonoma",0.526013369257511,"Crane Creek",2,13,-0.00180463511981089,"ns",NA,2,0,0,0.0000000107776880753363,0.0000000197139442548178,1
14942,"Marin",0.110892123380254,"Hal Brown Park at Creekside",0,2,-0.408699637093976,"ns",NA,0,0,NA,0.00000000245073628057924,0.00000000785652876089671,0
14996,"Santa Clara",0.113100109931448,"Cardoza Park",0,0,-0.178972726447328,"ns",NA,0,0,NA,0.000000000000377430562931852,0.000000000000474215393515831,NA
15030,"San Francisco",0.22851374793149,"Crocker Amazon Playground",0,4,-0.538662509919858,"ns",NA,0,0,NA,0.0000000934468289415236,0.000000148919724551888,0
15036,"Sonoma",1.33930854496427,"Carrington Coast Ranch",1,5,0.299381120136967,"ns",NA,0,0,NA,0.000000870522342211189,0.00000167548205354251,1
15087,"Alameda",0.136354646785555,"Crown Memorial Regional Shoreline",0,10,-0.452893046213247,"cold",NA,0,0,NA,NA,NA,0
15119,"Santa Clara",0.10176890214357,"Cuesta Park",0,10,0.299381120136967,"ns",NA,1,1,1,0.000000396520164258618,0.000000430303686016487,0
15150,"Alameda",1.03212476793638,"Cull Canyon Regional Recreation Area",4,3,-0.165967111924215,"ns",NA,1,0,0,0.000000241167953163313,0.000000464302701175257,1
15183,"Santa Clara",2.56319278874887,"Alum Rock",48,15,1.39782328636757,"ns",NA,47,2,0.0425531914893617,0.0000000000145921330574339,0.00000000023413138094952,1
15212,"Napa",0.161024552122387,"Dale Peters Clyde",0,2,-0.181330909018544,"ns",NA,0,0,NA,0.000000121466840141693,0.000000127316695852642,0
15246,"Solano",0.433491419730082,"Dan Foley Park",0,3,-0.529813775222861,"cold",NA,0,0,NA,0.00000120420634175389,0.00000130435466871859,0
15302,"San Mateo",0.101590391386888,"Orange Memorial Park",0,3,-0.356140817774844,"ns",NA,0,0,NA,NA,NA,0
15353,"Contra Costa",0.552980460019153,"Fernandez Ranch",0,5,-0.230958836124196,"ns",NA,0,0,NA,0.000000089804700564855,0.000000147070608136346,0
15367,"Contra Costa",0.138525024894672,"Osage Station Park",0,2,-0.365696474150494,"ns",NA,0,0,NA,0.000000182053966568674,0.000000224699064688139,0
15376,"Santa Clara",1.95138072243126,"Carnadero Preserve",0,0,-0.373857626907596,"ns",NA,0,0,NA,0.00000000000226944851799971,0.000000000120921023194498,NA
15398,"Santa Cruz",0.495613543463759,"Ellicott Slough National Wildlife Refuge",0,3,-0.605257136751578,"cold",NA,0,0,NA,0.000000760915611408564,0.0000010504412557566,0
15481,"Alameda",0.167351329981249,"Middle Harbor Shoreline Park",0,11,-0.373857626907596,"ns",NA,0,0,NA,0.0000000000000361550626405954,0.0000000000000533455963051214,0
15523,"Marin",0.617955795466405,"Deer Island Open Space Preserve",1,7,-0.607354909486748,"cold",NA,1,0,0,NA,NA,1
15586,"San Mateo",0.105640142864654,"Alto Loma",0,0,-0.448484609975544,"ns",NA,0,0,NA,0.0000000935950126290663,0.000000130604391301858,NA
15608,"Alameda",4.87050022363209,"Del Valle Regional Park",2,9,1.38010647723482,"ns",NA,0,0,NA,0.000000373153199006993,0.000000708669801952055,1
15618,"Alameda",0.101245861288729,"Alden E. Oliver Sports Park",0,0,0.0867794105439474,"ns",NA,0,0,NA,0.000000369774170394521,0.000000427549906589775,NA
15684,"Contra Costa",2.45000522480626,"Diablo Foothills Regional Park",7,13,1.42459428051377,"ns",NA,7,0,0,NA,NA,1
15693,"Contra Costa",0.128978699777886,"Diablo Vista Park",0,1,-0.356140817774844,"ns",NA,0,0,NA,NA,NA,0
15702,"Alameda",0.294018637561423,"Dimond Canyon Park",0,9,-0.401385600885312,"ns",NA,0,0,NA,0.000000290131765723345,0.000000328980434005643,0
15747,"Sonoma",0.617740588703917,"Doran Park",10,16,0.0336289831456925,"ns",NA,6,0,0,0.000000000906326791394463,0.00000000552658940833339,1
15770,"Alameda",0.479791151417539,"Dougherty Hills Open Space",0,4,-0.440434837265025,"ns",NA,0,0,NA,0.000000630236684173724,0.000000898734015208902,0
15804,"Alameda",6.77987427355325,"Dry Creek Pioneer Regional Park",7,13,0.072830894918405,"ns",NA,7,0,0,0.0000000764024221666659,0.00000037363884075603,1
15882,"Santa Clara",8.50753576731188,"Edward R. Levin Park",10,13,1.50412414116408,"ns",NA,11,1,0.0909090909090909,0.0000000137054749771437,0.00000011325965232345,1
15886,"Alameda",0.110145973107929,"Eden Greenway",0,0,0.123276342993791,"ns",NA,0,0,NA,0.000000312152934611731,0.000000889882414867316,NA
15920,"Contra Costa",0.723253005930117,"Acalanes Ridge Open Space",1,5,-0.162581196100063,"ns",NA,0,0,NA,NA,NA,1
15977,"Napa",0.100342404446637,"Lower Reservoir",0,0,-0.409291245173099,"cold",NA,0,0,NA,0.00000000000282538055451642,0.00000000000933116344609131,NA
15980,"Napa",0.437744209648681,"St Helena Wastewater Treatment Field",0,1,-0.391574436040347,"ns",NA,3,3,1,0.00000000000881993783563573,0.0000000000586068971131226,0
15982,"Napa",0.605655726932628,"Bell Canyon Reservoir",0,3,-0.356140817774844,"ns",NA,1,1,1,0.0000000383145604132551,0.0000000782649252073497,0
15986,"Napa",1.10007239038874,"Kimball Reservoir",0,0,-0.473243053810798,"cold",NA,0,0,NA,0.0000000743523358437415,0.000000141316803592417,NA
15987,"Napa",1.4052384212482,"Veterans Home Open Space",0,0,-0.373857626907596,"ns",NA,0,0,NA,0.000000159800521259967,0.000000205512179718426,NA
16001,"San Mateo",1.19563848265511,"San Bruno Mountain State Park",0,13,-0.543430030533955,"ns",NA,0,0,NA,0.0000000080398887547517,0.0000000355198821466729,0
16018,"Santa Clara",6.39103209179128,"El Sereno Open Space Preserve",3,7,0.0343580637762421,"ns",NA,2,0,0,0.000000129830098671846,0.000000449714264050272,1
16029,"Marin",0.165385912499367,"Novato Lands 008",0,0,-0.357542282899068,"ns",NA,0,0,NA,0.000000000000138719154977977,0.000000000000915954920417683,NA
16031,"Marin",0.780569886627446,"Anderson Rowe Open Space",2,2,-0.58546135134173,"ns",NA,1,0,0,0.00000000000000224709158818857,0.000000000000017944382823187,1
16055,"Marin",0.230308551857972,"Novato Lands 005",0,1,-0.570274100536943,"ns",NA,0,0,NA,NA,NA,0
16066,"Marin",0.123666312406389,"Novato Lands 001",0,0,-0.616972381184798,"ns",NA,0,0,NA,NA,NA,NA
16073,"Marin",0.162460675190866,"Bayfront Park",0,3,3.04158569116032,"ns",NA,0,0,NA,0.000000375657492668324,0.000000469558386839708,0
16075,"Marin",2.60083713899799,"Blithedale Summit Open Space Preserve",1,5,-0.453663979821494,"ns",NA,0,0,NA,0.000000164834261795477,0.00000042438961145308,1
16089,"Marin",0.236548286954574,"San Rafael Lands 009",0,0,-0.45467170075952,"ns",NA,0,0,NA,0.00000000000000000000000511522417836,0.0000000000000000000000419697257197064,NA
16093,"Marin",0.302698106928309,"San Rafael Lands 013",0,3,-0.425943327788931,"ns",NA,0,0,NA,0.00000000000000103353732026196,0.00000000000000242510720875708,0
16095,"Marin",0.265877167082332,"Jerry Russom Memorial Park",1,2,-0.417402525512033,"ns",NA,1,0,0,0.000000000000104282244460779,0.000000000000174033327354252,1
16108,"Santa Cruz",0.139819914478278,"Freedom Lake Park",0,3,-0.543430030533955,"ns",NA,0,0,NA,0.0000000439216485403904,0.0000000933052035634319,0
16111,"Santa Cruz",0.145227217788529,"Arroyo Seco Canyon",6,7,0.762464385921325,"ns",NA,4,0,0,NA,NA,1
16168,"Marin",0.312135193509802,"Muzzi Marsh",0,4,-0.511969040179219,"ns",NA,0,0,NA,0.000000000287429940959427,0.00000000143426226451027,0
16205,"Santa Clara",0.138964341449097,"Evergreen Park",1,2,-0.302990390376589,"ns",NA,1,0,0,0.000000484828603930509,0.00000049788440037446,1
16263,"San Mateo",0.199549644193698,"Mirada Surf Park",0,7,-0.089484535028439,"ns",NA,0,0,NA,0.00000000000089345886375089,0.00000000000252475969818311,0
16271,"San Mateo",0.443883590688736,"Burlingame Lagoon Park",0,2,0.193080265340457,"ns",NA,0,0,NA,NA,NA,0
16273,"Sonoma",3.64329909500641,"Sears Point Ranch",0,2,-0.391574436040347,"ns",NA,0,0,NA,0.0000000000266021996098154,0.000000000220702761621894,0
16287,"Sonoma",11.5891839203708,"Modini Mayacamas Preserves",0,9,-0.373857626907596,"ns",NA,0,0,NA,0.000000519011678079551,0.000000779227036673547,0
16320,"Sonoma",0.182734441556308,"Helen Putnam Regional Park",0,0,-0.391574436040347,"ns",NA,0,0,NA,0.0000000000000000000000593679804091526,0.000000000000000000000174476859759447,NA
16322,"Solano",9.40942324378524,"Vallejo Lakes",0,1,-0.302990390376589,"ns",NA,0,0,NA,NA,NA,0
16327,"Santa Clara",8.84281093532264,"Anderson Lake County Park",1,9,-0.0372382533853142,"ns",NA,1,0,0,0.0000000100161248184349,0.000000105511894332722,1
16339,"San Mateo",0.345986386872584,"Wavecrest Open Space Reserve",0,1,-0.0702763864081652,"ns",NA,0,0,NA,0.00000000432459756893877,0.00000000830327895329219,0
16363,"Sonoma",0.262304811714702,"Sonoma State Historic Park",0,5,-0.178972726447328,"ns",NA,0,0,NA,0.000000783168275120261,0.00000096981284514186,0
16376,"Santa Clara",0.17980856866578,"Felton Station",0,0,-0.0133289324301867,"ns",NA,0,0,NA,0.00000000924204268670792,0.0000000120170309259038,NA
16377,"Santa Cruz",0.399976390358803,"Gallighan Slough",0,1,-0.568586661916485,"cold",NA,0,0,NA,0.0000016686544768163,0.00000191454364539823,0
16384,"Napa",2.72890848686078,"Snell Valley Fernandes Addition",0,0,-0.409291245173099,"cold",NA,0,0,NA,NA,NA,NA
16385,"Santa Cruz",0.16937335260217,"Gallighan Slough",0,2,-0.601210224247626,"cold",NA,0,0,NA,0.0000013841828376826,0.0000014728249198015,0
16401,"Santa Clara",0.438849499887053,"Field Sports Park",0,0,-0.312696245627107,"ns",NA,0,0,NA,0.0000000126543797662748,0.0000000205959693744262,NA
16413,"San Mateo",2.6464821767863,"Filoli Center",0,11,0.0683838638828753,"ns",NA,3,3,1,0.00000000652562848202365,0.0000000240121984518282,0
16441,"San Mateo",0.149180326154734,"Fitzgerald Marine Reserve",0,15,-0.0195214442525625,"ns",NA,0,0,NA,0.000000172980293200453,0.000000218799868889619,0
16472,"Napa",3.22642013384498,"Foote Botanical Preserve",0,0,-0.356140817774844,"ns",NA,0,0,NA,NA,NA,NA
16477,"Sonoma",0.851819129666563,"Foothill Regional Park",0,7,-0.0549550625180659,"ns",NA,0,0,NA,0.00000000906383146315193,0.0000000251599718836815,0
16498,"Santa Clara",5.27395293793604,"Foothills Park",23,15,0.970429266424973,"ns",NA,23,0,0,0.00000816216288512805,0.0000150732994370628,1
16510,"Sonoma",13.053906328632,"Fort Ross State Historic Park",8,12,0.122213028809451,"ns",NA,8,0,0,0.0000000385565179783498,0.000000263851063664333,1
16535,"Santa Clara",2.96240763822402,"Fremont Older Open Space Preserve",11,15,0.202764018339685,"ns",NA,11,0,0,0.000000281853175465585,0.000000642017653262883,1
16543,"Marin",1.61357220065514,"French Ranch Open Space Preserve",0,3,-0.161255917314576,"ns",NA,0,0,NA,0.000000804755075023422,0.00000106900938590115,0
16569,"Marin",0.126185697983547,"Gallinas Creek Marsh Restoration",0,0,-0.476282809169336,"ns",NA,0,0,NA,0.0000000000000000106708747473954,0.0000000000000000318745744153959,NA
16633,"Marin",2.94340745574216,"Angel Island State Park",0,0,-0.409291245173099,"cold",NA,0,0,NA,0.0000000345873800711161,0.000000134486171532444,NA
16642,"Alameda",10.5515228815731,"Garin Regional Park",21,13,0.299381120136967,"ns",NA,21,0,0,0.00000121959067200805,0.00000712239489075728,1
16651,"Marin",6.17828036207134,"Gary Giacomini Open Space Preserve",5,7,0.268897254711027,"ns",NA,4,0,0,0.000000264647070480351,0.000000390261078564436,1
16667,"San Mateo",11.1176388544776,"Golden Gate National Recreation Area",7,13,0.0293816580532971,"ns",NA,10,6,0.6,0.0000000422852437509391,0.000000193043575791307,1
16679,"Sonoma",20.5708887702658,"Trione-Annadel State Park",14,14,0.122213028809451,"ns",NA,36,23,0.638888888888889,0.00000069037497496538,0.00000245813725996413,1
16695,"San Francisco",0.284301673019782,"Glen Canyon Park",0,12,-0.538662509919858,"cold",NA,0,0,NA,0.00000268214716925286,0.00000289113631879445,0
16711,"Marin",110.294519034627,"Golden Gate National Recreation Area",296,17,4.88803468551965,"ns",NA,273,6,0.021978021978022,0.000000313407554131118,0.00000219214712160465,1
16716,"San Francisco",1.82682006560659,"Golden Gate National Recreation Area",0,14,-0.478019951338883,"cold",NA,0,0,NA,0.000000166050924121919,0.000000549327580756653,0
16720,"San Francisco",4.13775700509434,"Golden Gate Park",0,17,-0.529813775222861,"cold",NA,0,0,NA,0.00000030764570624342,0.00000119395861020166,0
16755,"Santa Cruz",0.175300939370088,"Harkins Slough",0,0,-0.620865705936885,"cold",NA,0,0,NA,0.000000382584801172925,0.000000643594376015244,NA
16777,"Alameda",0.663017103158823,"Greenbelt Hiking & Riding Trail",1,0,0.204738116851092,"ns",NA,0,0,NA,0.0000145712792800623,0.0000197793742700014,1
16778,"Santa Cruz",0.178264243772941,"Harvey West Park",0,5,0.698514242294544,"ns",NA,0,0,NA,NA,NA,0
16780,"Alameda",0.185395214145913,"Greenridge Park",0,1,-0.197434208387169,"ns",NA,0,0,NA,0.00000020815978984956,0.000000313854314981654,0
16789,"Solano",54.7586829507952,"Grizzly Island Wildlife Area",0,14,-0.409291245173099,"cold",NA,0,0,NA,NA,NA,0
16792,"Santa Clara",0.102973112073893,"Groesbeck Hill",0,7,-0.338424008642092,"ns",NA,0,0,NA,0.000000234473901628007,0.000000462415243873693,0
16796,"Alameda",13.0567446791944,"Anthony Chabot Regional Park",6,12,-0.268368288857423,"ns",NA,4,0,0,0.00000072438194820279,0.00000162039918905066,1
16817,"Santa Clara",0.198805832754313,"Guadalupe Oak Grove",2,8,0.125945032868039,"ns",NA,2,0,0,0.000000117552417577826,0.000000142065971431293,1
16823,"Santa Clara",1.80335776851639,"Guadalupe River Parkchain",5,13,-0.34061455495836,"ns",NA,2,0,0,0.000000124579415228254,0.00000078290736382769,1
16824,"Santa Cruz",18.6955201576701,"Henry Cowell Redwoods State Park",5,17,-0.254608000101347,"ns",NA,7,4,0.571428571428571,0.00000000000099610315655585,0.0000000000424297923184991,1
16826,"Sonoma",0.635602157180735,"Gualala Point",2,9,-0.0300225277372602,"cold",NA,2,0,0,NA,NA,1
16846,"San Mateo",0.804830848880002,"Half Moon Bay State Beach",15,16,0.00683748626409076,"ns",NA,1,0,0,0.000000000625094420669825,0.0000000115433111957941,1
16852,"Solano",0.210169782252087,"Hall Memorial Park",0,1,-0.409291245173099,"cold",NA,0,0,NA,NA,NA,0
16891,"Santa Cruz",0.10349022110384,"Highlands Park",0,3,-0.317020348091184,"ns",NA,0,0,NA,0.000000000486760187712321,0.00000000050859477740417,0
16911,"Contra Costa",0.310504197093393,"Heather Farms",0,14,0.0205977750201664,"ns",NA,0,0,NA,NA,NA,0
16914,"Sonoma",0.841379787109188,"Helen Putnam Park",1,11,-0.391574436040347,"cold",NA,1,0,0,0.0000000000000000000000619190997786521,0.000000000000000000000174476859759447,1
16918,"Napa",3.59052790135467,"Lake Hennessey",0,1,-0.356140817774844,"ns",NA,0,0,NA,0.000000784815881615941,0.00000201972102331638,0
16924,"Santa Clara",237.383357140306,"Henry W. Coe State Park",106,16,5.47798546725984,"hot","occ_hot_effort_hot_SUSPECT",105,0,0,0.0000000759096110414248,0.0000014497636584565,1
16945,"Santa Clara",6.32362055396122,"Hidden Villa (Duveneck Ranch)",8,12,0.991124483800381,"ns",NA,8,0,0,0.000000437741050518525,0.0000035257437502878,1
16950,"Solano",6.65281194653997,"Hill Slough Wildlife Area",0,5,-0.409291245173099,"cold",NA,0,0,NA,NA,NA,0
17002,"Contra Costa",0.958069651922971,"Huckleberry Botanic Regional Preserve",3,11,-0.370108569053403,"ns",NA,3,0,0,0.00000221842924474913,0.00000464315644421731,1
17005,"San Mateo",3.85269095543408,"Huddart Park",2,10,-0.041802659419176,"ns",NA,9,7,0.777777777777778,0.0000000977772458554682,0.000000136612243295531,1
17018,"Marin",3.8755262608854,"Ignacio Valley Open Space Preserve",0,4,-0.392490242238775,"ns",NA,0,0,NA,0.0000000000207178562500188,0.000000000391853410830478,0
17025,"Marin",0.955834077435631,"Indian Tree Open Space Preserve",3,2,-0.280287241609297,"ns",NA,1,0,0,0.00000000213390594083762,0.00000000922491683041926,1
17030,"Marin",2.57990435345776,"Indian Valley Open Space Preserve",0,8,-0.407019931535314,"ns",NA,0,0,NA,0.0000000000205415909976248,0.000000000154245588523949,0
17046,"Contra Costa",0.396875597449109,"Antioch Water Park",0,2,-0.409291245173099,"cold",NA,0,0,NA,NA,NA,0
17064,"Sonoma",5.99153789037553,"Jack London State Historic Park",3,11,0.0159121740129408,"ns",NA,3,0,0,0.00000308304129248427,0.00000484970632896875,1
17067,"San Mateo",3.95353729957692,"Jasper Ridge Reserve",11,15,0.190536940427639,"ns",NA,14,3,0.214285714285714,0.000000273945261142217,0.000000664664867144893,1
17078,"Solano",6.1010744486933,"Jepson Prairie Preserve",0,6,-0.409291245173099,"cold",NA,0,0,NA,NA,NA,0
17082,"Contra Costa",0.273539012222584,"Antioch Dunes National Wildlife Refuge",0,4,-0.409291245173099,"cold",NA,0,0,NA,NA,NA,0
17088,"Alameda",1.70752125585933,"Joaquin Miller Park",0,9,-0.446526880147911,"ns",NA,1,1,1,0.000000564833612770599,0.000000626516396096122,0
17091,"Marin",1.13537737456345,"John F. McInnis County Park",1,11,-0.51997350927514,"ns",NA,0,0,NA,0.0000000000000000000183044972138398,0.0000000000000000000183044972138398,1
17116,"Santa Clara",44.1211260496529,"Joseph D. Grant Park",59,15,1.53955775942958,"ns",NA,59,1,0.0169491525423729,0.000000450893566039667,0.0000115341645141598,1
17128,"San Mateo",0.425064502383316,"Junipero Serra Park",1,6,-0.229841793533911,"ns",NA,1,0,0,0.0000000000000000000178595176651389,0.0000000000000000000837330247916024,1
17154,"Solano",0.150129128459155,"Keating Park",0,0,-0.516053486466785,"cold",NA,0,0,NA,NA,NA,NA
17167,"Santa Clara",0.613888954275592,"Kelley Park",0,11,-0.436853261748263,"ns",NA,0,0,NA,0.000000672605210638721,0.00000084873130390406,0
17172,"Contra Costa",0.882700100427034,"Kennedy Grove Regional Recreation Area",3,5,0.928776832921161,"ns",NA,3,0,0,0.0000000000583315062918643,0.000000000407944261704429,1
17175,"Napa",0.795017028222917,"John F. Kennedy Park",0,5,-0.356140817774844,"ns",NA,0,0,NA,0.000000360754739858749,0.000000479769823868992,0
17176,"Santa Cruz",0.186472700579212,"Lodato Park",0,0,-0.213026644175449,"ns",NA,0,0,NA,0.0000000000330239169343827,0.000000000066177403834633,NA
17184,"Santa Clara",2.66154847079195,"Enid Pearson-Arastradero Preserve",6,15,0.6388749629329,"ns",NA,6,0,0,0.00000282981341115374,0.0000105928265838884,1
17188,"Marin",0.428869691116593,"King Mountain Open Space Preserve",4,3,-0.422056326768547,"ns",NA,2,0,0,0.000000104705947023831,0.000000379426126073668,1
17191,"Solano",5.217869421175,"King Ranch",0,8,-0.373857626907596,"ns",NA,0,0,NA,NA,NA,0
17194,"Alameda",0.313352950957925,"Kings Estate",0,1,-0.386225547272731,"ns",NA,0,0,NA,0.000000598507483573485,0.000000789685714153165,0
17197,"Alameda",1.92540428136694,"Knowland Park/Oakland Zoo",1,10,-0.374153834574068,"ns",NA,1,0,0,0.00000117993477033451,0.00000156139185492066,1
17200,"Napa",83.2647494761314,"Knoxville Wildlife Area",3,8,0.0229390875992504,"hot","occ_hot_effort_hot_SUSPECT",4,1,0.25,NA,NA,1
17217,"Contra Costa",0.110381879862319,"Arbolado Park",0,2,1.24666544214221,"ns",NA,0,0,NA,NA,NA,0
17222,"San Mateo",9.34060435942138,"La Honda Creek Open Space Preserve",3,10,0.175363456207706,"ns",NA,3,1,0.333333333333333,0.0000000382317928426801,0.000000171723243624911,1
17230,"Solano",1.90756277674483,"Lagoon Valley Hills Open Space",0,5,-0.534105749969905,"cold",NA,0,0,NA,NA,NA,0
17238,"Sonoma",2.07560707263622,"Laguna Wildlife Area",0,3,-0.364362988401607,"ns",NA,0,0,NA,0.000000144603248486419,0.00000132141622088966,0
17244,"Santa Clara",0.615484310212442,"Lake Cunningham",1,12,-0.45467170075952,"ns",NA,1,0,0,0.00000127396037896688,0.00000138881227940146,1
17247,"Solano",2.09461871536591,"Lake Herman Recreation Area",0,5,-0.452893046213247,"cold",NA,0,0,NA,NA,NA,0
17255,"San Francisco",1.30193585033323,"Lake Merced Park",0,14,-0.516053486466785,"cold",NA,0,0,NA,0.0000000356456766326119,0.0000000775864847923913,0
17260,"Solano",0.296833535242207,"Lake Solano County Park",0,12,-0.338424008642092,"ns",NA,0,0,NA,NA,NA,0
17263,"Sonoma",21.9311462355986,"Lake Sonoma Recreation Area",1,8,-0.285273581243837,"ns",NA,1,0,0,0.0000000440749978736221,0.000000138544194783208,1
17266,"Sonoma",33.0281624539332,"Lake Sonoma Wildlife Area",1,6,-0.285273581243837,"ns",NA,0,0,NA,0.00000000382621045957876,0.0000000861006839159018,1
17271,"Santa Clara",14.2583298830936,"Palassou Ridge Preserve",1,5,1.69900904162435,"ns",NA,1,0,0,0.00000000000000000307619391501248,0.000000000000000126420567350211,1
17282,"Alameda",0.829369556866647,"Ardenwood Historic Farm",0,10,-0.473243053810798,"cold",NA,0,0,NA,0.0000000166668918666346,0.0000000365972425697692,0
17303,"Contra Costa",15.393861831117,"Las Trampas Wilderness Regional Preserve",5,13,-0.128950897383139,"ns",NA,5,0,0,0.000000467623976874165,0.000000861812509356241,1
17309,"Contra Costa",0.772322534326376,"Las Trampas/Diablo Regional Trail",0,0,1.46730487099725,"ns",NA,0,0,NA,NA,NA,NA
