"unit_id","county","hab_area_km2","unit_name","n_occ","effort_years","gistar_z","hotspot","q5_flag","n_total","n_obscured","obscured_frac","kde_mean","kde_max","bobc_detected"
876,"Santa Cruz",0.129247861824508,"Skypark",0,1,-0.127223840386144,"ns",NA,0,0,NA,0.000000000978620295910559,0.00000000403478628285825,0
884,"Contra Costa",0.94548461026365,"Sky Ranch",0,0,-0.4726910341421,"ns",NA,0,0,NA,NA,NA,NA
896,"Solano",2.29209493415483,"Hiddenbrooke Open Space",0,6,-0.463252280657214,"ns",NA,0,0,NA,0.0000011005565738742,0.00000150347136695927,0
916,"Napa",4.13128271525897,"Skyline Wilderness Park",3,13,-0.381178137760069,"cold",NA,3,0,0,NA,NA,1
926,"Santa Cruz",11.0607428322721,"Soquel Demonstration State Forest",2,5,-0.320707199509341,"ns",NA,0,0,NA,0.000000220825128849356,0.000000898728899301204,1
941,"Napa",1.75243194737016,"Missimer Snell Valley Wildflower Preserve",0,0,-0.409291245173099,"cold",NA,0,0,NA,NA,NA,NA
945,"Contra Costa",1.10247229518538,"Sobrante Ridge Regional Preserve",24,9,0.394756956035835,"ns",NA,24,0,0,0.00000000684787382354557,0.0000000340837225110135,1
950,"Sonoma",0.176040542600176,"Soda Springs",0,1,-0.373857626907596,"ns",NA,0,0,NA,0.0000000000293844115706321,0.0000000000293844115706321,0
967,"Solano",0.158990177110324,"Sommerset Open Space",0,0,-0.529813775222861,"cold",NA,0,0,NA,NA,NA,NA
979,"San Mateo",0.157821950519578,"Sonntag",0,0,0.0710815633980266,"ns",NA,0,0,NA,0.000000222354756829191,0.000000389811418699537,NA
992,"Sonoma",20.3712128536986,"Sonoma Coast State Park",19,16,0.405681974933477,"ns",NA,14,2,0.142857142857143,0.00000000422128776378372,0.000000204188893349055,1
1008,"Sonoma",1.02935713034569,"Sonoma Valley Regional Park",8,11,0.0513457922784441,"ns",NA,0,0,NA,0.00000119038600132626,0.00000267867972070235,1
1015,"Marin",3.48019096046107,"Soulajule Reservoir",2,3,-0.0300225277372602,"cold",NA,1,0,0,0.0000000254575684976999,0.000000163642084771709,1
1018,"Santa Cruz",0.142763648959164,"Buena Vista Park",0,0,-0.620865705936885,"cold",NA,0,0,NA,0.000000148869915506111,0.00000018206938534604,NA
1044,"Sonoma",3.36381326026346,"Santa Rosa Plain Vernal Pool Ecological Reserve",0,2,-0.276455417098425,"ns",NA,0,0,NA,0.0000000531483372867569,0.000000887194914866996,0
1060,"Alameda",0.400744237978423,"Sports and Recreation Park",0,3,-0.0430567351695815,"ns",NA,0,0,NA,0.00000130438934320409,0.00000273371415460133,0
1066,"Solano",0.326339566008776,"Sports Complex",0,0,-0.409291245173099,"cold",NA,0,0,NA,NA,NA,NA
1079,"Sonoma",0.994572981912258,"Spring Lake Regional Park",6,14,0.157646647074954,"ns",NA,6,0,0,0.000000909247717117978,0.00000177251763489039,1
1095,"Santa Clara",0.734026060824415,"St Joseph's Hill Open Space Preserve",2,10,-0.085861942367884,"ns",NA,2,0,0,0.0000000675240983127878,0.000000130860982494596,1
1105,"Marin",0.518876681350422,"North Antenna Field",0,0,-0.523869071180873,"ns",NA,0,0,NA,NA,NA,NA
1118,"Marin",0.644048185608337,"Stafford Lake County Park",1,9,-0.292495201563409,"ns",NA,0,0,NA,0.0000000020183072990676,0.00000000951635481527546,1
1134,"Marin",3.20819177083969,"Stafford Lake Watershed",4,8,-0.280287241609297,"ns",NA,4,0,0,0.000000000346977391263437,0.0000000124055334893569,1
1153,"Marin",7.11442952296513,"California State Lands Commission",0,5,-0.511620724151317,"ns",NA,0,0,NA,NA,NA,0
1162,"Napa",2.60405141478018,"California State Lands Commission",0,0,-0.473243053810798,"cold",NA,0,0,NA,0.0000000156197543788039,0.000000077463248260301,NA
1163,"Santa Cruz",2.30097719655289,"Watsonville Slough Ecological Reserve",0,6,-0.593596124680033,"cold",NA,0,0,NA,0.000000422258779053664,0.00000135198490625044,0
1165,"Sonoma",0.220369008414056,"Steelhead Beach Fishing Access",0,7,-0.338424008642092,"ns",NA,0,0,NA,0.000000916106330350885,0.00000101487546544377,0
1166,"Santa Cruz",0.437087298248943,"Struve Slough",0,10,-0.568586661916485,"cold",NA,0,0,NA,0.000000330243068447089,0.000000575925469092908,0
1177,"Santa Cruz",1.60316237063849,"Byrne-Milliron Forest",1,3,-0.373857626907596,"ns",NA,1,0,0,0.0000000000320637232043008,0.000000000156331031453405,1
1190,"Santa Clara",0.22886450698958,"Stevens Creek Shoreline Nature Study Area",0,4,-0.391574436040347,"ns",NA,0,0,NA,0.000000117511362418554,0.000000132104560179869,0
1196,"Santa Clara",22.616838824436,"Canada de los Osos Ecological Reserve",5,9,1.61042499596059,"ns",NA,5,0,0,0.0000000000657492185696107,0.0000000109513136337114,1
1200,"Sonoma",0.758269651527946,"Stillwater Cove Regional Park",0,4,-0.232123153845582,"ns",NA,0,0,NA,0.000000191819808037508,0.000000243387205500767,0
1224,"Contra Costa",0.716474147267545,"Stoneman Park",0,0,-0.409291245173099,"cold",NA,0,0,NA,NA,NA,NA
1235,"Solano",0.326050675416691,"Blue Rock Springs Corridor Park",0,3,-0.581164977607751,"cold",NA,0,0,NA,0.000000644186627596355,0.000000885222902979876,0
1244,"Santa Cruz",1.07308904379651,"Sunset State Beach",0,11,-0.516053486466785,"cold",NA,0,0,NA,0.000000147811178408119,0.000000750396054627345,0
1250,"Contra Costa",0.747939437338607,"Sugarloaf Recreation Area",2,6,0.0618786412883934,"ns",NA,1,0,0,NA,NA,1
1258,"Sonoma",18.2494998694804,"Sugarloaf Ridge State Park",13,16,-0.108105489916321,"ns",NA,62,49,0.790322580645161,0.000000324105400295593,0.000000877611853411508,1
1279,"Santa Clara",0.876194209538305,"Sunnyvale Baylands Park",0,13,-0.320707199509341,"ns",NA,0,0,NA,0.00000000703572844429345,0.0000000363778731582443,0
1283,"Santa Clara",2.03388077832512,"Sunnyvale Baylands Park",0,14,-0.409291245173099,"cold",NA,0,0,NA,0.0000000910050559355113,0.000000201968106239292,0
1295,"Alameda",12.2427696392547,"Sunol Regional Wilderness",47,13,1.36238966810207,"ns",NA,48,1,0.0208333333333333,0.000000132906194494353,0.00000122189590001653,1
1318,"Napa",5.27898601607192,"Swartz Canyon",0,3,-0.529813775222861,"cold",NA,0,0,NA,0.0000000304688967389666,0.000000211196478971942,0
1319,"Santa Cruz",40.3726983487966,"The Forest of Nisene Marks State Park",2,11,-0.249839962978334,"ns",NA,1,0,0,0.0000000341315384844165,0.000000346639296822104,1
1339,"Sonoma",1.1948195684316,"Bodega Marine Reserve",3,14,0.0513457922784441,"ns",NA,3,0,0,0.0000000000834741928357197,0.000000000316626724838898,1
1367,"Alameda",3.39462619069421,"Sycamore Grove Park",21,12,0.511982829729987,"ns",NA,20,0,0,0.000000911831705252553,0.00000182977851181931,1
1371,"Contra Costa",2.80122444260445,"Sycamore Valley Open Space Regional Preserve",0,4,1.39782328636757,"ns",NA,0,0,NA,NA,NA,0
1387,"Santa Cruz",0.124887769512117,"Ellicott Slough National Wildlife Area",0,0,-0.507447097403933,"ns",NA,0,0,NA,0.0000000022937713950455,0.00000000276069256344158,NA
1417,"Solano",0.243308852622235,"Alamo Terrace Open Space",0,0,-0.497382291243004,"cold",NA,0,0,NA,NA,NA,NA
1421,"San Mateo",2.51134400505573,"Teague Hill Open Space Preserve",0,5,0.142222217291221,"ns",NA,1,1,1,0.000000136866461275531,0.000000202770451096512,0
1433,"Alameda",0.168539775458813,"Temescal Regional Recreation Area",0,9,-0.0398613454798446,"ns",NA,0,0,NA,NA,NA,0
1465,"Marin",4.38281886960074,"Terra Linda/Sleepy Hollow Divide Open Space Preserve",6,8,-0.406898848897677,"ns",NA,3,0,0,0.0000000000299442172446707,0.000000000495088359198093,1
1501,"Santa Clara",0.300633489759024,"Thompson Creek",0,2,-0.411787865433482,"ns",NA,0,0,NA,0.000000835218827432982,0.00000125880706036696,0
1502,"Santa Cruz",0.456719597721646,"Twin Lakes State Beach",0,12,0.095217438679381,"ns",NA,0,0,NA,0.000000000000000000000504764754487394,0.00000000000000000000201797697846665,0
1533,"San Mateo",0.235149147157583,"Thornton State Beach",1,1,-0.404773692818296,"ns",NA,0,0,NA,0.0000000411575022951638,0.0000000837538109976776,1
1564,"Santa Cruz",1.61923721355683,"UC Santa Cruz Campus Natural Reserve",6,12,0.747696715239656,"ns",NA,2,0,0,0.000000000000000000258099298722451,0.00000000000000000248844755500298,1
1618,"Contra Costa",5.92075409355936,"Tilden Regional Park",26,16,0.599807488496533,"ns",NA,26,0,0,0.000000715278133611719,0.00000444892475570668,1
1665,"Marin",0.213176085940461,"Tomales Bay Fishing Access",1,1,-0.125822299049072,"ns",NA,0,0,NA,0.000000765972060889908,0.0000010518583621888,1
1673,"Marin",9.93889713315152,"Tomales Bay State Park",5,14,-0.125822299049072,"ns",NA,8,4,0.5,0.000000135644057763784,0.0000019865019567078,1
1683,"Solano",0.672884533365034,"Tourtelot Open Space",0,0,-0.452893046213247,"cold",NA,0,0,NA,NA,NA,NA
1700,"Sonoma",0.117835877981491,"Cloverdale River Park",0,1,-0.108105489916321,"ns",NA,0,0,NA,NA,NA,0
1736,"San Francisco",0.221024831188495,"Twin Peaks Park",0,7,-0.581164977607751,"cold",NA,0,0,NA,0.00000178842412879021,0.00000259645730693592,0
1750,"Napa",0.162693016754377,"UC Agricultural Research Station",2,0,-0.373857626907596,"cold",NA,3,3,1,0.000000211032514130238,0.000000353576126599364,1
1787,"Santa Clara",5.1819436857803,"Upper Stevens Creek County Park",2,10,0.347968686567476,"ns",NA,2,0,0,0.000000301214555520346,0.000000513889233388909,1
1793,"Alameda",0.48285390352161,"Livermore Monitoring Station",0,0,-0.448484609975544,"ns",NA,0,0,NA,NA,NA,NA
1796,"Santa Clara",4.64305327738009,"Uvas Canyon County Park",0,9,-0.320707199509341,"ns",NA,0,0,NA,0.000000214205911674981,0.000000486853195980075,0
1800,"Santa Clara",1.89049823164714,"Uvas Reservoir",0,3,-0.457879256716469,"ns",NA,0,0,NA,0.00000000000000870359556995326,0.000000000000424588912206064,0
1835,"Napa",11.2843974829043,"Lake Curry",0,1,-0.135945758410281,"cold",NA,0,0,NA,NA,NA,0
1847,"Sonoma",0.109511320395725,"Grove of Old Trees",1,3,-0.267556772111086,"ns",NA,0,0,NA,0.000000567917027183285,0.000000576008972075215,1
1853,"Napa",6.68798793434725,"Bothe-Napa Valley State Park",0,9,-0.409291245173099,"cold",NA,11,11,1,0.0000000655987761888355,0.000000278862415825643,0
1868,"Santa Cruz",30.9983769239803,"Wilder Ranch State Park",44,16,0.817315902112852,"ns",NA,45,3,0.0666666666666667,0.000000000000000000524753195942349,0.0000000000000000209267364378606,1
1875,"Marin",0.464441195365232,"Verissimo Hills Open Space Preserve",0,3,-0.345110915203861,"ns",NA,0,0,NA,0.00000000000103029997727822,0.00000000000397649708300252,0
1891,"Santa Clara",0.54300581826216,"Villa Montalvo Arboretum",2,2,0.156672627056698,"ns",NA,0,0,NA,0.000000418955750092209,0.000000437077119386231,1
1942,"Contra Costa",3.97081786893671,"Lime Ridge Open Space",2,12,-0.144170313264633,"ns",NA,2,0,0,NA,NA,1
1955,"Napa",2.82572543068722,"Wantrup Preserve",0,0,-0.356140817774844,"ns",NA,0,0,NA,0.00000102664705536881,0.00000210330972549855,NA
1974,"San Mateo",0.188052900548995,"Water Dog Lake Canyon",0,2,-0.143539108181824,"ns",NA,0,0,NA,0.000000000616382500595591,0.00000000122998766727278,0
1981,"Santa Clara",0.16407448196491,"Watson Park",0,0,-0.436853261748263,"ns",NA,0,0,NA,0.000000296937855637225,0.000000337201043976165,NA
2004,"Sonoma",0.114951874543054,"West County Trail",1,1,-0.364362988401607,"ns",NA,1,0,0,0.000000063928041527106,0.00000021749572454155,1
2005,"Santa Cruz",0.280447560938045,"Younger Lagoon Reserve",12,12,0.817315902112852,"ns",NA,11,0,0,NA,NA,1
2057,"Marin",1.54565787941066,"White Hill Open Space Preserve",2,4,0.257171473965211,"ns",NA,2,0,0,0.00000009747639495572,0.000000128469139326626,1
2063,"Solano",6.20082758918537,"Wilcox Ranch",0,0,-0.409291245173099,"cold",NA,0,0,NA,NA,NA,NA
2071,"Marin",0.334371457877836,"Boyd Memorial Park",1,6,-0.438409878740745,"ns",NA,1,0,0,0.000000000000163432174694542,0.00000000000168516567887467,1
2078,"Contra Costa",9.55354109709566,"Wildcat Canyon Regional Park",12,13,1.05781779955471,"ns",NA,12,0,0,0.0000000000000674878447397276,0.0000000000119103763310258,1
2138,"Solano",0.930984894556405,"Braito Open Space",0,1,-0.473243053810798,"cold",NA,0,0,NA,NA,NA,0
2221,"San Mateo",5.20470858640034,"Windy Hill Open Space Preserve",9,13,0.692192268064846,"ns",NA,8,0,0,0.000000994646939034283,0.00000556366694581811,1
2273,"San Mateo",3.77070811006144,"Wunderlich Park",4,13,0.325058135295335,"ns",NA,5,2,0.4,0.000000206305145411534,0.000000464671018107765,1
2314,"San Mateo",0.918218053641592,"Johnston Ranch",0,3,-0.0702763864081652,"ns",NA,0,0,NA,0.00000000103139019547172,0.00000000733762961502293,0
2389,"San Mateo",1.20878221664097,"Bair Island Ecological Reserve",0,10,-0.337169732637801,"ns",NA,1,1,1,0.00000000590587934112818,0.000000038871636576232,0
2394,"Napa",117.118335783033,"BLM",0,7,-0.135945758410281,"cold",NA,1,1,1,0.000000250163481041454,0.00000116017497475696,0
3180,"Contra Costa",23.5467184355964,"Briones Regional Park",11,16,-0.169934430869628,"ns",NA,11,1,0.0909090909090909,NA,NA,1
3227,"Sonoma",2.13491257041021,"Bouverie Wildflower Preserve",3,14,-0.260415632633441,"ns",NA,3,0,0,0.000000427909554900907,0.000000753712868117873,1
3238,"San Mateo",0.599759933277587,"Thornewood Open Space Preserve",2,8,0.341038192188648,"ns",NA,2,0,0,0.000000394002483972145,0.000000537979758519214,1
3251,"Contra Costa",0.317721554548189,"Gustin Ranch",0,0,-0.591510067545448,"ns",NA,0,0,NA,NA,NA,NA
3269,"Sonoma",1.81223126499067,"Fairfield Osborn Preserve",11,12,0.0159121740129408,"ns",NA,8,0,0,0.000000205655396712245,0.000000652797211841971,1
3289,"Sonoma",0.135236996734099,"Harrison Grade Ecological Reserve",1,0,-0.320707199509341,"ns",NA,0,0,NA,0.000000745686975278659,0.000000884586484062311,1
3421,"Contra Costa",0.152950433111909,"Hercules",0,0,-0.134225961480312,"ns",NA,0,0,NA,0.000000160443306640445,0.000000205071671643964,NA
3447,"Contra Costa",0.141776438700475,"Point Isabel",0,3,0.728621719898423,"ns",NA,0,0,NA,NA,NA,0
3831,"Napa",2.08148116598872,"Cedar Roughs Wildlife Area",0,1,-0.452893046213247,"cold",NA,0,0,NA,NA,NA,0
3979,"Napa",0.416739385334775,"Audubon Cheyney Preserve",0,0,-0.356140817774844,"ns",NA,2,2,1,0.00000000450711423738426,0.000000010943000283703,NA
4022,"Sonoma",0.465708624779948,"Stone Farm",0,2,-0.411787865433482,"ns",NA,0,0,NA,0.00000000692939972068984,0.0000000133560407178379,0
4034,"Sonoma",1.82098858368997,"Brown Farm",0,3,-0.364362988401607,"ns",NA,0,0,NA,0.000000113072893270783,0.000000275372940450325,0
4179,"Alameda",0.853663209734447,"Brushy Peak",1,1,-0.364362988401607,"ns",NA,1,0,0,NA,NA,1
4205,"Sonoma",1.72219930563929,"Alpha Farm",0,2,-0.388733908353312,"ns",NA,0,0,NA,0.0000000388782979143798,0.000000158674822614557,0
4313,"Sonoma",0.365629289010505,"Freezeout Redwoods",0,0,0.370248356667974,"ns",NA,0,0,NA,0.0000000359171536956637,0.0000000990777593301573,NA
4390,"Sonoma",1.36320048837848,"Secret Pasture",0,0,-0.260415632633441,"ns",NA,0,0,NA,0.000000319210329280395,0.000000359915816261491,NA
4392,"San Francisco",0.146154951175809,"Buena Vista Park",0,12,-0.511619154737498,"cold",NA,0,0,NA,0.000000910273342924484,0.000000916973988296377,0
4458,"Sonoma",0.390603989944365,"White Rock Preserve",0,0,-0.125822299049072,"ns",NA,0,0,NA,0.000000136513335746713,0.000000190894368756744,NA
4492,"Napa",0.405415197408748,"Bull Island",0,0,-0.409291245173099,"cold",NA,0,0,NA,0.000000182634252610114,0.000000275725881238031,NA
4582,"Napa",0.59853965356344,"Bumpy Camp Nature Preserve",0,2,-0.381060271244823,"ns",NA,1,1,1,0.00000015068999914547,0.00000022308506686386,0
4664,"Sonoma",0.9595430055259,"Glen Oaks Ranch",0,8,-0.196689535580079,"ns",NA,0,0,NA,0.00000063129772343018,0.00000123863117096334,0
4698,"San Mateo",15.4229015823649,"Rancho Corral de Tierra",12,14,0.644323020467972,"ns",NA,9,0,0,0.00000000345151240921382,0.000000109758303779017,1
4867,"San Mateo",5.48329445733375,"Burleigh H. Murray Ranch",8,16,0.0123966276325383,"ns",NA,12,6,0.5,0.00000000000582260585232919,0.000000000299350488841554,1
4870,"Solano",0.184086076328376,"Alan Witt Park",0,4,-0.436853261748263,"ns",NA,0,0,NA,NA,NA,0
4904,"Marin",0.219129070347766,"Cascade Canyon Open Space Preserve",0,0,-0.216393822561064,"ns",NA,0,0,NA,0.000000418464537688124,0.000000482139626001299,NA
5031,"San Mateo",18.7098751743121,"Butano State Park",10,13,0.252324500726294,"ns",NA,13,3,0.230769230769231,0.0000000061074185708776,0.0000000732530409663923,1
5032,"Santa Cruz",22.172172222924,"Castle Rock State Park",1,10,-0.138363525660493,"ns",NA,3,2,0.666666666666667,0.0000000353703271116501,0.000000306160387708587,1
5050,"Sonoma",0.296722665064529,"Youth Community Park",0,4,-0.373857626907596,"ns",NA,0,0,NA,0.000000687796330112178,0.000000832061687106034,0
5068,"Alameda",0.141434445812864,"Taper Park Property",0,0,0.072830894918405,"ns",NA,0,0,NA,0.0000000206050216888798,0.0000000419377137461652,NA
5074,"Santa Clara",0.40498887061337,"Byrne Reserve",4,6,0.763653367848253,"ns",NA,2,0,0,0.000000577520950173493,0.00000108169956547499,1
5085,"Contra Costa",0.197759841129804,"Paso Nogal Park",0,1,-0.25814989449019,"ns",NA,0,0,NA,NA,NA,0
5101,"Contra Costa",0.284016696799946,"Lafayette Community Park",0,2,-0.165967111924215,"ns",NA,0,0,NA,NA,NA,0
5106,"Sonoma",4.76659584284033,"Mark West Creek Regional Park & Open Space Preserve",2,7,-0.108105489916321,"ns",NA,2,0,0,0.000000455432882517925,0.000000853556400670641,1
5115,"Napa",0.131705320899121,"Department Of Transportation",0,0,-0.409291245173099,"cold",NA,0,0,NA,NA,NA,NA
5121,"San Mateo",11.4849959832742,"Purisima Creek Redwoods Open Space Preserve",4,15,0.204738116851092,"ns",NA,14,11,0.785714285714286,0.00000000754083906429059,0.000000211908030678387,1
5133,"Marin",0.807025702325573,"Bishop Pine Preserve",0,1,-0.178972726447328,"ns",NA,0,0,NA,0.000000109781737478443,0.000000175915999989229,0
5175,"Solano",0.595574285076395,"Gonzales Open Space",0,1,-0.534105749969905,"cold",NA,0,0,NA,NA,NA,0
5192,"Marin",0.262808266294872,"La Cresta Open Space",1,2,3.1383866906564,"ns",NA,1,0,0,0.000000028551662367704,0.000000063869883604184,1
5195,"Marin",0.24152008888725,"Atkinson Open Space Purchase",0,1,-0.45467170075952,"ns",NA,0,0,NA,0.00000000339932682003052,0.00000000878197070619535,0
5225,"Marin",0.118131096984217,"Del Madera Subdivision Open Space",0,0,-0.44251545962214,"ns",NA,0,0,NA,0.000000000604018779437610,0.00000000173249281587573,NA
5263,"Alameda",0.102942546481031,"Arroyo Mocho Bike Trail",0,1,-0.044875150590829,"ns",NA,0,0,NA,0.000000263344986706215,0.000000264297568719485,0
5275,"Sonoma",0.364021826073379,"Howarth Park",1,13,0.104496219676699,"ns",NA,0,0,NA,0.000000697169525665231,0.00000108171343526919,1
5305,"Santa Clara",0.110501963558599,"Timothy Hopkins Park",1,4,-0.178972726447328,"ns",NA,0,0,NA,0.0000000479458357460771,0.000000064024668233742,1
5324,"Sonoma",1.28300391864076,"Kruse Rhododendron State Natural Reserve",0,2,-0.232123153845582,"ns",NA,0,0,NA,0.0000000258762113958255,0.0000000574803138420066,0
5358,"Contra Costa",14.6995776292996,"Marsh Creek State Historic Park",0,12,-0.320707199509341,"ns",NA,0,0,NA,NA,NA,0
5363,"Marin",1.7433497659681,"Audubon Canyon Ranch",1,10,0.0513457922784441,"ns",NA,1,0,0,0.000000762580953050929,0.00000262982825915969,1
5369,"Sonoma",1.23002523324484,"Riverfront Regional Park",1,9,-0.302990390376589,"ns",NA,1,0,0,0.000000768855159094528,0.000000892759999260306,1
5373,"Sonoma",9.66990581670783,"Hood Mountain Regional Park and Open Space Preserve",3,13,0.072830894918405,"ns",NA,33,30,0.909090909090909,0.0000000511987785500878,0.000000121327545343775,1
5385,"Sonoma",0.135386980769239,"Wohler Bridge Fishing Access",2,1,-0.338424008642092,"ns",NA,2,0,0,0.000000738775668196467,0.000000803308239483158,1
5394,"San Francisco",0.122614460798117,"Pine Lake Park",0,5,-0.551599668992771,"cold",NA,0,0,NA,0.0000000547192300359711,0.000000111300472838138,0
5806,"Solano",4.00405178058159,"Calhoun Cut Ecological Reserve",0,1,-0.409291245173099,"cold",NA,0,0,NA,NA,NA,0
6616,"Marin",0.692268461163226,"Camino Alto Open Space Preserve",0,3,-0.511969040179219,"ns",NA,0,0,NA,0.0000000907216417544987,0.000000223256932940785,0
6857,"Marin",0.133234863908551,"Hawthorne Hills Town Open Space",4,0,0.0744154463309503,"ns",NA,0,0,NA,0.00000000403926270209354,0.00000000745210204655677,1
6869,"Marin",0.248272652437702,"Sorich Ranch Park",0,1,-0.377978733931278,"ns",NA,0,0,NA,0.0000000000203679885457664,0.000000000140219363897742,0
6898,"Marin",2.60061090654618,"Harry A Barbier Memorial Park",0,8,-0.500308028107674,"ns",NA,0,0,NA,0.0000000000000000331196731431903,0.00000000000000402041139095644,0
7007,"Sonoma",1.10274474024743,"Lafferty Ranch",0,3,-0.125822299049072,"ns",NA,0,0,NA,0.0000000160600972520797,0.0000000629807104246538,0
7020,"Sonoma",1.84460910678918,"Shollenberger Park",0,13,-0.391574436040347,"ns",NA,0,0,NA,0.00000000000261459907544004,0.0000000000161700774298223,0
7172,"Sonoma",0.137056957043096,"Cloverdale River Park",1,2,-0.108105489916321,"ns",NA,0,0,NA,NA,NA,1
7219,"San Francisco",0.371320221464315,"Candlestick Point State Recreation Area",0,12,-0.373857626907596,"ns",NA,0,0,NA,0.000000000175040343330934,0.00000000131786537238554,0
8156,"Contra Costa",4.373820016576,"Carquinez Strait Regional Shoreline",0,7,-0.586671550907319,"ns",NA,0,0,NA,0.000000304569795162024,0.000000338790869136574,0
8210,"Sonoma",5.19240392011328,"Calabazas Creek Open Space Preserve",1,7,-0.089148126452569,"ns",NA,10,9,0.9,0.00000070837319299244,0.00000326237613990088,1
8457,"Marin",2.09168489163341,"Cascade Canyon Open Space Preserve",1,7,0.240762395117377,"ns",NA,0,0,NA,0.000000103777850313236,0.000000155654348077405,1
8566,"San Mateo",14.1366820062329,"Año Nuevo State Park",21,17,0.348969606834589,"ns",NA,20,0,0,0.00000000136959921182012,0.0000000284128027772113,1
8784,"Contra Costa",0.615733846627682,"Dutra Ranch",0,2,-0.4726910341421,"ns",NA,0,0,NA,NA,NA,0
8824,"Solano",5.85802312082888,"Vallejo Swett",0,7,-0.502293197710709,"ns",NA,0,0,NA,0.000000329748814920094,0.000000447362737077128,0
8836,"Solano",4.66045671121173,"Eastern Swett",0,5,-0.42081347728328,"ns",NA,0,0,NA,NA,NA,0
8859,"Sonoma",0.112251605836584,"Keiser Park",0,0,-0.267556772111086,"ns",NA,0,0,NA,0.00000013094312123485,0.000000152080829707302,NA
8871,"San Mateo",10.934630753249,"El Corte de Madera Creek Open Space Preserve",1,12,0.173721791069177,"ns",NA,5,4,0.8,0.0000000180867232302262,0.000000106084264928086,1
8931,"Santa Clara",0.417821147061217,"Castle Rock State Park",0,1,0.0395548921787082,"ns",NA,0,0,NA,0.0000000543214788706337,0.0000000894309053478537,0
9047,"Santa Clara",0.132156396538885,"Cataldi Park",0,1,0.661361122464575,"ns",NA,0,0,NA,0.0000000211410480233098,0.0000000217496118892768,0
9277,"San Mateo",1.01648923049012,"Sweeney Ridge",0,0,-0.148137141378554,"ns",NA,0,0,NA,0.00000000000000366326884259261,0.000000000000147772459958666,NA
9314,"San Mateo",0.911889386939325,"Pillar Point Bluff",1,13,0.207352089786101,"ns",NA,1,0,0,0.0000000445815437899455,0.000000108230949535937,1
9357,"Contra Costa",0.285036439724056,"Delta Islands",0,0,-0.409291245173099,"cold",NA,0,0,NA,NA,NA,NA
9433,"Alameda",0.56646961427139,"Byron Conservation Bank",0,0,-0.391574436040347,"ns",NA,0,0,NA,NA,NA,NA
9456,"Alameda",21.424100185516,"Eden Landing Ecological Reserve",0,10,-0.409291245173099,"cold",NA,0,0,NA,0.000000148216315665195,0.00000028755476932929,0
9627,"Solano",1.14109646001692,"Centennial Park",0,5,-0.436853261748263,"ns",NA,0,0,NA,NA,NA,0
9709,"Santa Clara",0.236706741024893,"Silver Creek Linear Park",1,3,-0.364362988401607,"ns",NA,1,0,0,0.000000416206574982425,0.000000465089613044256,1
9772,"Napa",94.4750797594769,"Lake Berryessa",2,9,-0.373857626907596,"cold",NA,3,1,0.333333333333333,NA,NA,1
9819,"Sonoma",7.12569535288108,"Tolay Lake Regional Park",0,11,-0.391574436040347,"ns",NA,0,0,NA,0.00000000529334798216041,0.0000000536552242635935,0
9831,"Sonoma",0.267993778309662,"Crinella Park",0,0,-0.391574436040347,"ns",NA,0,0,NA,0.00000000156301593889907,0.00000000156301593889907,NA
9994,"San Mateo",1.23452424137667,"Coastside County Water District",0,3,0.387965165800726,"ns",NA,0,0,NA,0.000000000000000000000134664375159264,0.00000000000000000000102746686805142,0
10425,"Sonoma",0.309602555977318,"A Place to Play Park",0,1,-0.436853261748263,"ns",NA,0,0,NA,0.0000000806893467597547,0.000000119953469379652,0
11113,"Santa Clara",0.825916453159357,"Chesbro Reservoir County Park",0,2,-0.334165855725109,"ns",NA,0,0,NA,0.000000000000000000114862700524723,0.00000000000000000178733981435585,0
11238,"Marin",5.00164666647521,"China Camp State Park",1,13,-0.414141813423028,"ns",NA,2,1,0.5,0.000000000000000000000140935163023498,0.00000000000000000000778858643716369,1
11320,"Contra Costa",0.10401125814092,"Dallas Ranch Park",0,1,-0.381060271244823,"ns",NA,0,0,NA,NA,NA,0
11523,"Contra Costa",0.175141723069437,"Sunset Park Athletic Complex",0,0,-0.409291245173099,"cold",NA,0,0,NA,NA,NA,NA
11820,"Contra Costa",0.100884648208556,"Clayton Community Park",0,2,-0.404181597930537,"ns",NA,0,0,NA,NA,NA,0
11831,"Santa Clara",0.134108639909077,"Community Center",0,4,-0.0372382533853142,"ns",NA,0,0,NA,0.000000140750003652101,0.000000152289459265376,0
12717,"Alameda",0.103813622052138,"Lakeshore Park",0,0,-0.473243053810798,"cold",NA,0,0,NA,0.0000000419968877451993,0.000000053245273079483,NA
12802,"Alameda",0.105022398833554,"Newark Sportsfield Park",0,0,-0.409291245173099,"cold",NA,0,0,NA,0.00000000169047487119656,0.00000000280308576350308,NA
12859,"Marin",0.554280096667085,"Civic Center Lagoon Park",1,7,-0.432592109063532,"ns",NA,1,0,0,0.000000000000000183271248247992,0.000000000000000863687891398366,1
13006,"Alameda",1.17797936855941,"Fremont Central Park",0,12,-0.276455417098425,"ns",NA,0,0,NA,0.00000000787850051864325,0.0000000167503539927338,0
13020,"Alameda",0.871270321653005,"Claremont Canyon Regional Reserve",3,13,0.475413540458514,"ns",NA,2,0,0,0.00000174779859207774,0.00000246070749199134,1
