"unit_id","county","hab_area_km2","unit_name","n_occ","effort_years","gistar_z","hotspot","q5_flag","n_total","n_obscured","obscured_frac","kde_mean","kde_max"
38031,"Santa Clara",0.266337899072533,"Sierra Vista Open Space Preserve",0,0,0.0405217007366625,"ns",NA,0,0,NA,0.0000000103255812788916,0.0000000107948219252307
38032,"Santa Clara",1.45285521233397,"Seven Oaks Hill",0,0,-0.252676457568109,"cold",NA,0,0,NA,0.0000000260978367805365,0.0000000293548332308546
38037,"Santa Cruz",0.333313081350014,"Lachenbruch",0,0,0.0239679167486215,"ns",NA,0,0,NA,0.0000000113386020572648,0.0000000128584423109146
42002,"Santa Cruz",33.1318558569776,"San Vicente Redwoods",1,12,0.112060403053616,"ns",NA,31,30,0.967741935483871,0.00000000789601539707974,0.0000000239396147350135
43096,"Napa",0.161948169733845,"Unnamed site - California Department of General Services",0,0,-0.252676457568109,"cold",NA,0,0,NA,0.0000000850530099683056,0.0000000945097298199471
43105,"San Mateo",0.123965563730097,"La Honda Creek Open Space Preserve",0,0,0.00475234957818558,"ns",NA,0,0,NA,0.0000000533667510183022,0.0000000559409834011149
43107,"Alameda",0.431095893556791,"Cull Canyon Regional Recreation Area",0,4,-0.0379194122548744,"ns",NA,0,0,NA,0.000000151015996152637,0.000000155219325392864
44005,"Napa",0.648523392059268,"Alston Park",0,3,-0.174094406214199,"ns",NA,0,0,NA,0.0000000454314381670429,0.0000000568689202395944
44307,"Napa",0.263487179624364,"United States Bureau of Reclamation",0,0,-0.199837023585257,"ns",NA,0,0,NA,NA,NA
44308,"Napa",0.960168831810665,"United States Bureau of Reclamation",0,1,-0.199837023585257,"ns",NA,0,0,NA,NA,NA
44309,"Napa",0.835875806305504,"United States Bureau of Reclamation",0,0,-0.209863757372676,"cold",NA,0,0,NA,NA,NA
44410,"San Mateo",1.42171536952403,"Alpine Ranch",0,1,0.944895320739224,"hot","occ_hot_effort_not_TRUSTED",0,0,NA,0.000000146568979175754,0.000000174097436911325
44413,"San Mateo",0.647050054828476,"Butano Crest West",0,0,0.00615175697230565,"ns",NA,0,0,NA,0.0000000149236178970114,0.0000000175103203048366
44457,"San Mateo",0.107820190160519,"Cowell-Purisima Coastal Trail",0,3,-0.199837023585257,"ns",NA,0,0,NA,0.0000000104612407625382,0.0000000112676907804143
44493,"Sonoma",5.48221705264759,"San Pablo Bay National Wildlife Refuge",0,2,-0.209863757372676,"cold",NA,0,0,NA,0.0000000743609547271262,0.0000000967102593563141
44529,"Santa Clara",0.197905590821938,"Coyote Creek Parkchain",0,2,-0.232220545851334,"cold",NA,0,0,NA,0.000000032016913564803,0.0000000347223796381968
44702,"Mendocino",0.1453742610325,"Gualala River Forest",0,0,-0.0667863527387683,"ns",NA,0,0,NA,NA,NA
44706,"Contra Costa",4.14004774234541,"Curry Canyon Ranch",0,8,-0.209863757372676,"cold",NA,0,0,NA,NA,NA
44708,"Contra Costa",0.421169587774266,"Highland Springs",0,0,-0.209863757372676,"cold",NA,0,0,NA,NA,NA
44709,"Contra Costa",1.11231623320566,"Morgan Territory",0,0,-0.209863757372676,"cold",NA,0,0,NA,NA,NA
44716,"Contra Costa",1.75636284214338,"City of Clayton Open Space",0,1,-0.252676457568109,"cold",NA,0,0,NA,NA,NA
44755,"Sonoma",2.17407065380454,"California State Lands Commission",0,0,-0.0697060784840234,"cold",NA,0,0,NA,NA,NA
44758,"Napa",0.259524395940287,"California State Lands Commission",0,0,-0.209863757372676,"cold",NA,0,0,NA,0.000000103351354141523,0.000000121561427590677
44803,"Santa Clara",0.395465194043915,"Gonzales Farm",0,0,-0.174094406214199,"ns",NA,0,0,NA,0.000000000268503524969432,0.00000000035395106290359
44916,"Solano",0.337678676044475,"Mare Island Shoreline Heritage Preserve",0,2,-0.209863757372676,"cold",NA,0,0,NA,0.000000103534816275896,0.000000105763916735668
44917,"Sonoma",1.00431818413377,"Lakeville Property",0,0,-0.211636258320938,"ns",NA,0,0,NA,NA,NA
44925,"Santa Clara",1.05711428113101,"Triple Buck Ranch",0,0,-0.102686456787027,"ns",NA,0,0,NA,0.000000018553146574618,0.0000000227114202999701
44926,"Napa",3.81596377066134,"USBR",0,1,-0.174094406214199,"ns",NA,0,0,NA,NA,NA
44934,"San Mateo",3.19377706851425,"Scarper Ridge",1,4,0.222626067918286,"ns",NA,1,0,0,0.00000000491648055600535,0.00000000585981307921202
44956,"Contra Costa",0.493870606290448,"Mulholland Open Space Preserve",0,2,-0.242053576653827,"ns",NA,0,0,NA,0.00000000867474359012022,0.000000011396563692756
44957,"Contra Costa",0.45745374365478,"Mulholland Open Space Preserve",0,0,-0.270057748775247,"ns",NA,0,0,NA,0.0000000060773919230428,0.00000000790730148025887
44959,"Sonoma",79.3640801871935,"Buckeye Forest",0,2,-0.0697060784840234,"cold",NA,1,1,1,0.000000363209977649603,0.00000065303430574204
45113,"Solano",6.21647171421994,"Prospect Island",0,1,-0.209863757372676,"cold",NA,0,0,NA,NA,NA
45281,"Marin",4.09044534494691,"Martin Griffin Preserve",0,13,0.433984563479909,"hot","occ_hot_effort_not_TRUSTED",0,0,NA,0.0000000223988276815135,0.0000000252119161103792
45286,"Santa Cruz",2.35302171457217,"Star Creek Ranch",0,8,-0.174094406214199,"ns",NA,0,0,NA,0.000000000184827583793457,0.000000000408620332015275
45300,"San Mateo",0.447566489670841,"Mori Point",0,14,-0.153416756738804,"ns",NA,0,0,NA,0.00000000106941722144427,0.00000000117004839150781
45337,"Alameda",0.575921060997707,"Dublin Hills Regional Park",0,0,-0.146140681766025,"ns",NA,0,0,NA,0.0000000642195203681695,0.0000000658559287103344
45369,"Santa Clara",0.430747844086157,"Dennis Debell Uvas Creek Preserve",0,4,-0.174094406214199,"ns",NA,0,0,NA,0.00000000315000914241637,0.00000000482202588969471
45370,"Santa Clara",0.278460859667957,"Christmas Hill Park",0,1,-0.174094406214199,"ns",NA,0,0,NA,0.00000000205835859468095,0.00000000285720469506145
45375,"Contra Costa",1.39414480045317,"Diablo Foothills Regional Park",0,7,-0.188317584436221,"ns",NA,0,0,NA,NA,NA
45382,"Napa",5.51445205259527,"Sutro Ranch",0,0,-0.209863757372676,"cold",NA,0,0,NA,NA,NA
45390,"Santa Clara",0.71821954420308,"Hellyer County Park",0,10,-0.209863757372676,"cold",NA,0,0,NA,0.0000000545332170531765,0.0000000584893271593501
45401,"Santa Clara",2.42364158053537,"Star Creek Ranch",0,8,-0.174094406214199,"ns",NA,0,0,NA,0.000000000461983867827698,0.000000000813062284166222
45422,"Napa",0.158389167408705,"Randy Lee Johnson Donation",0,0,-0.271661587897018,"cold",NA,0,0,NA,0.0000000736675787038621,0.0000000736675787038621
45467,"San Mateo",1.14793143327822,"Burns Valley",0,3,0.18359910537057,"ns",NA,0,0,NA,0.0000000552415393428873,0.0000000657853007623999
45518,"Santa Clara",0.877891626358974,"Upper Penitencia Creek Property",0,0,0.0762910518951394,"ns",NA,0,0,NA,0.00000000485274220807241,0.00000000574242609019393
45655,"Santa Clara",0.155589702360004,"San Pedro Ponds Park",0,3,-0.222861269378895,"ns",NA,0,0,NA,0.0000000411186604765135,0.0000000415865564207252
45720,"Contra Costa",0.844798097866602,"Lime Ridge Open Space",0,6,-0.297991875693768,"cold",NA,0,0,NA,NA,NA
45940,"Alameda",4.1730390753786,"Hill Face Open Space City of Fremont",0,2,-0.0667863527387683,"ns",NA,0,0,NA,0.000000000745223771581038,0.00000000117164311586038
46017,"Alameda",0.126747924977183,"Crown Memorial Regional Shoreline",0,7,-0.232220545851334,"cold",NA,0,0,NA,NA,NA
46803,"Santa Clara",9.34409494984529,"Coyote Canyon",0,1,-0.209863757372676,"cold",NA,0,0,NA,0.0000000218278994879029,0.0000000493706373561054
46805,"Santa Clara",1.89697447470344,"Coyote Highlands",0,0,-0.221314647118306,"cold",NA,0,0,NA,0.0000000288501293965737,0.0000000366145016528208
46842,"Contra Costa",13.9562766137808,"Deer Valley Regional Park",0,1,-0.221314647118306,"cold",NA,0,0,NA,NA,NA
46880,"Contra Costa",1.45304082969748,"Wildcat Canyon Regional Park",0,1,-0.216098918923153,"ns",NA,0,0,NA,0.00000000101319641565567,0.00000000151540435755493
46886,"Sonoma",0.962589781288356,"Pole Mountain",0,0,0.362445861162955,"ns",NA,0,0,NA,0.0000000687355310446947,0.0000000815695884170964
46888,"Contra Costa",0.142227346028731,"Unnamed site - Concord, City of",0,0,-0.262332310850271,"cold",NA,0,0,NA,NA,NA
46890,"San Mateo",0.39365255500873,"Devil's Slide Trail",0,9,-0.138325055055722,"ns",NA,0,0,NA,0.00000000295106050707261,0.00000000347450135329552
46894,"San Mateo",1.79579858319756,"Quarry Park",0,4,0.221148765873738,"ns",NA,0,0,NA,0.00000000644944053718177,0.00000000692092960719037
46918,"San Mateo",0.409148529601967,"Carlsen Property",0,0,-0.133415704811255,"ns",NA,0,0,NA,0.0000000116900675806164,0.0000000137523494814218
46919,"San Mateo",0.234419927027445,"Mohr",0,1,-0.209863757372676,"cold",NA,0,0,NA,0.0000000133445841044022,0.0000000140278242355407
46924,"San Mateo",0.110384331065514,"Ocean View Farms",0,1,0.0985511175642222,"ns",NA,0,0,NA,0.00000000485344520129161,0.00000000541013189803152
46925,"San Mateo",0.421949371930113,"Ross Property",0,1,-0.209863757372676,"cold",NA,0,0,NA,0.0000000133971198579275,0.0000000143427634213822
46936,"Solano",3.34414286688099,"Bradmoor Island",0,0,-0.209863757372676,"cold",NA,0,0,NA,NA,NA
46942,"Alameda",0.468059782359793,"Clifton Court Forebay",0,0,-0.209863757372676,"cold",NA,0,0,NA,NA,NA
46947,"Alameda",0.658265871996957,"Brushy Peak Regional Preserve",0,1,-0.211636258320938,"ns",NA,0,0,NA,NA,NA
46954,"Contra Costa",0.638525056146408,"Carquinez Strait Regional Shoreline",0,4,-0.337607087457896,"cold",NA,0,0,NA,NA,NA
46955,"Contra Costa",1.05019941870214,"Briones Regional Park",0,2,-0.284012883923671,"ns",NA,0,0,NA,NA,NA
46956,"Alameda",0.330015840497479,"Del Valle Regional Park",0,0,0.326676510004478,"ns",NA,0,0,NA,NA,NA
46957,"Contra Costa",2.48264786775517,"Bishop Ranch Regional Open Space Preserve",0,1,-0.242654995909454,"cold",NA,0,0,NA,0.0000000506188300164467,0.0000000649865441459951
46962,"Alameda",3.47413224412563,"Sunol Regional Wilderness",0,1,0.0762910518951394,"ns",NA,0,0,NA,0.00000000175205783214949,0.0000000024477950777424
46968,"Alameda",0.827327393567042,"Quarry Lakes Regional Recreation Area",0,6,-0.242654995909454,"cold",NA,0,0,NA,0.000000011062727622857,0.0000000178322121513474
46973,"Alameda",14.5943707923898,"Ohlone Regional Wilderness",0,2,0.577061968113817,"hot","occ_hot_effort_hot_SUSPECT",0,0,NA,0.0000000104591180161151,0.0000000120229755040668
46977,"Santa Clara",0.554652377824371,"Martial Cottle Park",0,10,-0.221314647118306,"cold",NA,0,0,NA,0.0000000621569569148051,0.0000000697123070381167
46978,"Santa Clara",0.608862524899831,"Martial Cottle Park",0,10,-0.209863757372676,"cold",NA,0,0,NA,0.0000000640402646467919,0.0000000669567796762749
46980,"Contra Costa",0.231158875752784,"San Pablo Bay Regional Shoreline",0,2,-0.209863757372676,"cold",NA,0,0,NA,0.0000000107841993113311,0.000000013947099475331
46989,"Contra Costa",14.1609277015882,"Vasco Hills Regional Preserve",0,2,-0.209863757372676,"cold",NA,0,0,NA,NA,NA
46990,"Alameda",1.1803011001945,"Coyote Hills Regional Park",0,12,-0.221314647118306,"cold",NA,0,0,NA,0.00000000946249389954801,0.0000000127704318231281
46991,"Contra Costa",0.369033225941643,"Crockett Hills Regional Park",0,0,-0.262332310850271,"cold",NA,0,0,NA,0.0000000558943220596575,0.0000000607222716553224
46992,"Alameda",3.16991802965074,"Vargas Plateau Regional Park",0,7,-0.221314647118306,"cold",NA,0,0,NA,0.00000000575039882377837,0.0000000121575824962861
46993,"Contra Costa",0.188006386055807,"Diablo Foothills Regional Park",0,2,-0.199963167400943,"ns",NA,0,0,NA,NA,NA
46995,"Contra Costa",4.01894810142299,"Delta Access Regional Recreation Area",0,0,-0.209863757372676,"cold",NA,0,0,NA,NA,NA
47046,"Santa Clara",0.143195998348346,"Morgan Hill Outdoor Sports Center",0,0,-0.222861269378895,"ns",NA,0,0,NA,0.0000000351680498056339,0.0000000351680498056339
47060,"Napa",0.742037780417712,"Sugarloaf Ridge State Park",0,1,-0.0310170015802914,"ns",NA,0,0,NA,0.000000215329151842525,0.000000245315874281005
47062,"Santa Clara",6.30295981746993,"Rancho Canada de Pala",1,2,0.0762910518951394,"ns",NA,1,0,0,0.00000000384516685159042,0.00000000560192559007078
47068,"Alameda",2.542679504226,"Bethany Reservoir State Recreation Area",0,3,-0.209863757372676,"cold",NA,0,0,NA,NA,NA
47072,"Santa Clara",3.55584553760388,"Coyote Creek Parkway",0,12,-0.209863757372676,"cold",NA,0,0,NA,0.0000000169013691930786,0.000000112711553867939
47073,"Santa Clara",0.259281122370927,"Gilroy Sports Park",1,0,-0.174094406214199,"cold",NA,0,0,NA,0.00000000115321707738758,0.00000000174329040092402
47085,"Santa Clara",1.14420338659509,"Pajaro River Agricultural Preserve",0,1,-0.174094406214199,"ns",NA,0,0,NA,0.000000000244089970458106,0.00000000041614817147817
47114,"San Mateo",8.78128032040541,"Tunitas Creek Open Space Preserve",0,7,-0.174094406214199,"ns",NA,1,1,1,0.00000000816482437215882,0.0000000114878098145255
47140,"Alameda",0.163416645412706,"Pacific Commons Sports Park",0,4,-0.209863757372676,"cold",NA,0,0,NA,0.000000000286585255526717,0.00000000029331070905414
47141,"Alameda",0.149588344244494,"Isherwood Park",0,2,-0.252676457568109,"cold",NA,0,0,NA,0.00000002037538671118,0.000000020425447999628
47147,"Alameda",0.448866504193077,"Sabercat Historic Park",0,8,-0.209863757372676,"cold",NA,0,0,NA,0.000000000336706496018024,0.000000000380438291980312
47200,"Marin",0.130845139148185,"Reservoir Hill",0,5,-0.338231709620758,"ns",NA,0,0,NA,NA,NA
47229,"San Mateo",0.33176295314075,"Crestmoor Canyon",0,3,-0.209863757372676,"cold",NA,0,0,NA,0.000000000439333430746203,0.000000000626985852125728
47230,"San Mateo",0.162931746484398,"Bay Marshes Open Space",0,3,-0.209863757372676,"cold",NA,0,0,NA,0.00000000224120078051726,0.00000000284164469732673
47292,"Solano",0.192338844058997,"Cordelia Community Park",0,0,-0.209863757372676,"cold",NA,0,0,NA,NA,NA
47344,"Sonoma",2.17554745531562,"North Sonoma Mountain Regional Park and Open Space Preserve",0,12,0.00475234957818558,"ns",NA,0,0,NA,0.000000239503862076162,0.00000030570765829907
47346,"Sonoma",1.10330290382205,"North Sonoma Mountain Regional Park and Open Space Preserve",1,1,0.00475234957818558,"ns",NA,1,0,0,0.000000270998071982831,0.00000030570765829907
47347,"Sonoma",0.272954499384761,"Auberge Ceanothus Preserve",0,0,0.186072695158706,"ns",NA,0,0,NA,0.000000234677841604025,0.000000264231061919418
47457,"San Mateo",0.379616452857683,"Pebble Beach Farm",0,0,0.0762910518951394,"ns",NA,0,0,NA,0.00000000169427016860624,0.00000000189474280709589
47512,"San Mateo",2.67129691294,"Año Nuevo State Park",6,17,0.0762910518951394,"ns",NA,6,0,0,0.00000000620622753189082,0.00000000823063306398808
47513,"San Mateo",1.74524345674635,"Cascade Ranch",0,5,0.0405217007366625,"ns",NA,0,0,NA,0.00000000750599493670734,0.00000000811326383853839
47514,"San Francisco",0.197250932838692,"Candlestick Point State Recreation Area",0,11,-0.209863757372676,"cold",NA,0,0,NA,0.00000000590616666684696,0.0000000071344485874647
47518,"Solano",0.644454327199698,"Grizzly Island Wildlife Area",0,0,-0.209863757372676,"cold",NA,0,0,NA,NA,NA
47526,"Napa",24.3340343731586,"Cedar Roughs Area of Critical Environmental Concern",0,0,-0.174094406214199,"ns",NA,0,0,NA,NA,NA
47527,"Alameda",15.6709403090233,"Lake Del Valle State Recreation Area",6,14,0.362445861162955,"ns",NA,7,1,0.142857142857143,0.000000000648355036325654,0.000000000992519288978144
47537,"Contra Costa",0.400072263523537,"Hillside Natural Area",0,8,-0.180617520732422,"ns",NA,0,0,NA,0.000000000202566310947283,0.000000000234751107441866
47544,"Sonoma",0.314681850564969,"Oken",0,0,-0.138325055055722,"ns",NA,0,0,NA,0.0000000599033711523589,0.0000000617241653344536
47546,"Sonoma",0.117778224524257,"Ho",0,0,0.00475234957818558,"ns",NA,0,0,NA,0.0000000643467785721441,0.0000000643467785721441
47547,"Sonoma",0.182068669039337,"Young-Armos",0,0,-0.138325055055722,"ns",NA,0,0,NA,0.0000000453540032196997,0.0000000485602456024026
47551,"Sonoma",4.5839167722425,"Taylor Mountain Regional Park and Open Space Preserve",0,13,-0.0310170015802914,"ns",NA,0,0,NA,0.0000000549519008075094,0.0000000762468488346713
47552,"Sonoma",5.3054582843032,"Wright Hill (Poff) Ranch Preserve",0,1,-0.102555703897245,"ns",NA,0,0,NA,0.000000053715510262009,0.0000000660285195408505
47580,"Sonoma",22.6780040668215,"Jenner Headlands Preserve",15,8,0.433984563479909,"ns",NA,4,0,0,0.0000000439186962353233,0.0000000893347902319874
47610,"Contra Costa",0.672025835685775,"Bay Area Ridge Trail Land Bank",0,2,-0.226874410218402,"ns",NA,0,0,NA,0.00000000219875873064268,0.00000000299918911927932
47646,"Santa Clara",0.144626715597054,"Alamitos Creek Parkchain",0,5,-0.0875613079668738,"ns",NA,0,0,NA,0.000000145281234154027,0.00000016588543871876
47650,"Santa Clara",0.605383580300143,"Guadalupe Creek Parkchain",0,6,-0.167453501319181,"ns",NA,0,0,NA,0.000000042438049518978,0.0000000491348828290938
47666,"Napa",1.59226938251796,"Archer Taylor Preserve",0,0,-0.0310170015802914,"ns",NA,0,0,NA,0.000000193102252410426,0.000000221322167703875
47675,"Napa",2.83447544898665,"Suscol Headwaters Preserve",0,1,-0.174094406214199,"ns",NA,0,0,NA,NA,NA
47680,"Napa",1.2557956077822,"Berryessa Vista Wilderness Park",0,0,-0.209863757372676,"cold",NA,0,0,NA,NA,NA
47684,"Napa",0.496946645478245,"Okin",0,0,-0.174094406214199,"ns",NA,0,0,NA,0.0000000850979091637782,0.0000000878304931006824
47687,"Napa",0.894750818004916,"Mayacamas Preserve",0,1,-0.00553588998879786,"ns",NA,0,0,NA,0.000000205969726607691,0.000000235668139225709
47697,"Santa Clara",0.756555203711297,"Foothills Open Space Preserve",1,6,1.04794259485937,"hot","occ_hot_effort_hot_SUSPECT",1,0,0,0.000000452432118436263,0.000000475998945148604
47698,"Santa Clara",0.151696246133586,"Foothills Open Space Preserve",0,0,0.930144563331336,"hot","occ_hot_effort_hot_SUSPECT",0,0,NA,0.000000469834873229047,0.000000475998945148604
47702,"Marin",0.944608080012625,"Old Saint Hilary's Open Space Preserve",0,6,-0.209863757372676,"cold",NA,0,0,NA,0.000000021783886694493,0.000000027508686883948
47718,"San Mateo",0.346767482645673,"Windy Hill Open Space Preserve",0,4,1.06874699046267,"hot","occ_hot_effort_hot_SUSPECT",0,0,NA,0.000000447732674047074,0.000000461129474160771
47722,"Marin",0.208030120699653,"Horse Hill Open Space Preserve",0,1,-0.314394127622371,"cold",NA,0,0,NA,0.000000035048525859338,0.0000000375353828019342
47750,"Santa Cruz",0.191135617252198,"Santa Cruz Riverwalk",0,13,0.0617144259461704,"ns",NA,0,0,NA,NA,NA
47761,"Santa Clara",7.40899885016472,"Coyote Ridge Open Space Preserve",1,9,-0.33068182787541,"cold",NA,1,0,0,0.000000094523258553636,0.000000111997366047945
47762,"Santa Clara",1.42602730715705,"Coyote Valley Open Space Preserve",0,12,0.0434834457584303,"ns",NA,0,0,NA,0.000000103987730426525,0.000000116405736605429
47764,"Santa Clara",1.11697442539424,"Little Uvas Preserve",0,8,0.0156602361348128,"ns",NA,0,0,NA,0.0000000420401455869523,0.0000000436382734392282
47765,"Santa Clara",2.23574042983343,"Mount Chual Preserve",0,3,0.469753914638386,"ns",NA,1,1,1,0.0000000688531258674629,0.0000000873732730610755
47775,"Santa Clara",17.6966781449349,"Rancho Cañada del Oro Open Space Preserve",9,10,0.283996929837735,"ns",NA,10,1,0.1,0.0000000987901387361489,0.000000153252884160793
47776,"Santa Clara",0.249616160330948,"Santa Teresa Foothills Open Space Preserve",0,2,-0.0255238327898417,"ns",NA,0,0,NA,0.0000000906016168755741,0.00000010429743468876
47777,"Santa Clara",2.23798541787172,"Coyote Ridge",0,1,-0.266167093643342,"ns",NA,0,0,NA,0.0000000988826442949176,0.000000108782181484912
47778,"Santa Clara",3.76425403660688,"Coyote Ridge Property",0,1,-0.226874410218402,"ns",NA,0,0,NA,0.000000103218859237586,0.000000114782608306996
47797,"Contra Costa",0.388178648379166,"Anderson Ranch",0,1,-0.209863757372676,"cold",NA,0,0,NA,NA,NA
47799,"Marin",0.651732062477804,"San Geronimo County Park",0,6,-0.119467811549053,"ns",NA,0,0,NA,0.0000000478397730319102,0.0000000490411160569693
47809,"San Mateo",0.204301623905266,"Tunitas Creek Beach",0,2,-0.209863757372676,"cold",NA,0,0,NA,0.00000000583765880080023,0.00000000604372107915196
47844,"Sonoma",0.100740104347767,"Petaluma Community Sports Fields",0,0,-0.209863757372676,"cold",NA,0,0,NA,0.0000000260313282041125,0.0000000281946004321298
47847,"Sonoma",0.168776367977992,"Santa Rosa Creek Redwoods",0,0,-0.0515699211695508,"ns",NA,0,0,NA,0.000000104591350691408,0.000000123717995847983
47848,"Santa Clara",0.793203085950997,"Croy Redwoods Preserve",0,0,0.112060403053616,"ns",NA,0,0,NA,0.0000000519675751320392,0.0000000538067652655627
47868,"San Francisco",0.256619739491607,"Mount Sutro Open Space Reserve",0,4,-0.289465805365592,"cold",NA,0,0,NA,0.0000000134311699540035,0.0000000137642572894947
47876,"Alameda",0.102795111034041,"University of California Botanical Garden at Berkeley",0,15,-0.184987897994187,"ns",NA,0,0,NA,0.000000000692343182784327,0.000000000692343182784327
47944,"San Mateo",16.3582548908866,"La Honda Creek Open Space Preserve",1,11,0.188765243607661,"ns",NA,2,2,1,0.000000115857702098765,0.000000211346602441154
47978,"Napa",1.23700459410612,"Napa-Sonoma Marshes Wildlife Area",0,1,-0.174094406214199,"ns",NA,0,0,NA,0.0000000718818284894951,0.0000000881239756722607
48020,"San Mateo",0.199266960548271,"Wavecrest Open Space Reserve",0,7,-0.211636258320938,"ns",NA,0,0,NA,0.00000000931468591147677,0.00000000948801037736757
48234,"San Mateo",1.23763015145405,"Gazos Creek Redwoods",0,2,-0.204845280774581,"ns",NA,0,0,NA,0.0000000117025731327658,0.0000000143993474921444
48347,"Alameda",0.264105792925174,"Fallon Sports Park",0,1,-0.221314647118306,"cold",NA,0,0,NA,NA,NA
48478,"Napa",4.48967493323097,"Quail Ridge Reserve",0,6,-0.199837023585257,"ns",NA,0,0,NA,NA,NA
48480,"Napa",1.84493019727616,"Quail Ridge Reserve",0,0,-0.233588795812426,"ns",NA,0,0,NA,NA,NA
48483,"Napa",2.13235136284073,"Quail Ridge Reserve",0,0,-0.204845280774581,"ns",NA,0,0,NA,NA,NA
48561,"Contra Costa",0.647788693590495,"Old Ranch Open Space",0,4,-0.252676457568109,"cold",NA,0,0,NA,0.0000000171834209083954,0.0000000191920115355515
48612,"Napa",0.130048024193663,"Huber Ranch",0,0,-0.204845280774581,"ns",NA,0,0,NA,NA,NA
48613,"Solano",0.495875245624331,"Huber Ranch",0,0,-0.226874410218402,"ns",NA,0,0,NA,NA,NA
48622,"Solano",0.282898711516355,"Cold Canyon Headwaters Property",0,0,-0.226874410218402,"ns",NA,0,0,NA,NA,NA
48630,"Napa",0.218960189037014,"Cooks Flat",0,0,-0.174094406214199,"ns",NA,0,0,NA,0.0000000778226834086126,0.0000000827239077239028
48636,"San Mateo",0.14297876250838,"Poplar Beach",0,8,-0.222861269378895,"ns",NA,0,0,NA,0.00000000825398149828516,0.0000000086077331928891
48637,"San Mateo",0.114851982592777,"Poplar Beach",0,3,-0.222861269378895,"ns",NA,0,0,NA,0.0000000086077331928891,0.0000000086077331928891
48638,"Napa",0.396454786696103,"McLaughlin Natural Reserve",0,1,-0.0697060784840234,"cold",NA,0,0,NA,NA,NA
48920,"Contra Costa",0.362497974727213,"Dougherty Valley Ridge Trail",0,1,-0.232220545851334,"cold",NA,0,0,NA,0.0000000166735425466413,0.0000000179266308464321
48974,"San Mateo",88.580962965742,"SFPUC Peninsula Watershed",5,16,0.290907158846001,"ns",NA,9,5,0.555555555555556,0.00000000285995493953806,0.0000000313143857511022
48977,"Napa",0.163449769650484,"Henry",0,0,-0.187365701928555,"ns",NA,0,0,NA,NA,NA
49041,"Contra Costa",10.3029084949874,"Thurgood Marshall Regional Park",0,2,-0.271661587897018,"cold",NA,0,0,NA,NA,NA
49043,"Santa Clara",1.37262313123008,"Northern Coyote Valley Conservation Area",0,3,-0.168605624543341,"ns",NA,0,0,NA,0.000000113860060935167,0.000000125060395816945
49046,"Alameda",0.382869654935056,"Don Castro Regional Recreation Area",0,8,-0.0379194122548744,"ns",NA,0,0,NA,0.000000163130124519739,0.000000163446557621683
49048,"San Mateo",0.137791777275669,"Rising Acres",0,0,-0.174094406214199,"ns",NA,0,0,NA,0.0000000095424157464663,0.0000000110677751408161
49049,"Santa Clara",0.550972040773703,"Calero Lakeview",0,1,-0.0868734611033357,"ns",NA,0,0,NA,0.000000160784537683867,0.000000168013741586037
49050,"Santa Cruz",1.44913732467022,"Filice Ranch",0,2,-0.0310170015802914,"ns",NA,2,2,1,0.00000000501567365418509,0.00000000645982556335412
49051,"Santa Clara",0.65712538937794,"Pacheco Creek Open Space Regional Reserve",0,0,0.0762910518951394,"ns",NA,0,0,NA,0.0000000180123098658669,0.000000020295992442243
49052,"Santa Clara",2.42567842676916,"Baird Open Space Regional Reserve",0,1,-0.290280610632857,"ns",NA,1,1,1,0.0000000509064541631687,0.0000000611759602975326
49053,"Santa Clara",0.377610728926767,"Davidson Open Space Regional Reserve",0,0,-0.298760460208231,"ns",NA,0,0,NA,0.0000000445854162478554,0.0000000516604146127975
49054,"Santa Clara",0.151806545048082,"Tulare Hill Wedge Open Space Regional Reserve",0,3,-0.298760460208231,"ns",NA,0,0,NA,0.00000011290497070604,0.000000124278827229318
49055,"Santa Clara",1.42043957068128,"Uvas South Open Space Regional Reserve",0,1,-0.102686456787027,"ns",NA,0,0,NA,0.000000028878309521474,0.000000032147319473097
49068,"Contra Costa",0.10915301197774,"Smith Canyon",0,0,-0.209863757372676,"cold",NA,0,0,NA,NA,NA
49079,"Sonoma",0.693535882144811,"Fitch Mountain Park Open Space Preserve",0,0,0.00475234957818558,"ns",NA,0,0,NA,0.0000000910864059733285,0.0000000978201342149987
49177,"Contra Costa",3.2019990226013,"Quimby Island",0,0,-0.209863757372676,"cold",NA,0,0,NA,NA,NA
49178,"Solano",2.99301267877229,"Denverton Property",0,1,-0.209863757372676,"cold",NA,0,0,NA,NA,NA
49186,"Solano",3.7084240926028,"Grizzly Ranch",0,2,-0.209863757372676,"cold",NA,0,0,NA,NA,NA
49211,"Santa Cruz",0.525497498862016,"Bigler",0,0,0.112060403053616,"ns",NA,0,0,NA,0.0000000226078000764574,0.0000000250066065632382
49219,"Santa Clara",7.81191979632141,"Tilton Ranch",0,2,0.0451724984104522,"ns",NA,0,0,NA,0.0000000734677527702843,0.000000107127831938669
49221,"Santa Clara",6.15666235865376,"Coyote Ridge (East)",0,6,-0.298760460208231,"ns",NA,0,0,NA,0.0000000945740126212513,0.00000011199772842474
49331,"Napa",7.88331164186338,"Wragg Ridge",0,0,-0.242654995909454,"cold",NA,0,0,NA,NA,NA
