"stations_total","stations_parsed","stations_snapped_t1","snap_tol_m","route_line_cap_m","major_segments","seg_route_pm","seg_measured_pt","seg_name_fill","seg_spatial_fill","seg_modelled_floor","pct_station_traceable","pct_modelled","aadt_measured_median","aadt_measured_max"
2423,2423,2413,100,500,79804,17327,546,19098,9154,33679,57.8,42.2,130946,292000
