"from_patch","to_patch","from_name","to_name","length_km","accumulated_cost","neighbours","endpoint_snap_sc_m","endpoint_snap_dia_m"
1727,3972,"Santa Cruz Mountains","Diablo Range (southern)",37.19,325.66,16,240,287
